ACC,Membrane,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome/Vacuole,Golgi apparatus,Peroxisome,Predictive_Entropy,Expected_Entropy,Mutual_Information,Uncertainty_Level
ENSP00000363642,"mean: 0.066278, var: 0.000553","mean: 0.257495, var: 0.000921","mean: 0.749219, var: 0.003508","mean: 0.030463, var: 0.000272","mean: 0.071954, var: 0.000547","mean: 0.144800, var: 0.000385","mean: 0.004829, var: 0.000022","mean: 0.140466, var: 0.001389","mean: 0.037280, var: 0.000914","mean: 0.051263, var: 0.000417","mean: 0.007482, var: 0.000092",1.9340760500784533,0.05965348269629645,1.8744225673821568,Low
ENSP00000356716,"mean: 0.104773, var: 0.000282","mean: 0.675098, var: 0.003764","mean: 0.574756, var: 0.005796","mean: 0.073932, var: 0.003109","mean: 0.090436, var: 0.000600","mean: 0.067426, var: 0.000969","mean: 0.012165, var: 0.000162","mean: 0.111682, var: 0.000563","mean: 0.058017, var: 0.000646","mean: 0.187988, var: 0.001839","mean: 0.023601, var: 0.000415",2.277883663476602,0.10748740976273183,2.1703962537138706,Low
ENSP00000355922,"mean: 0.101050, var: 0.000169","mean: 0.469385, var: 0.007404","mean: 0.768262, var: 0.002820","mean: 0.089563, var: 0.000885","mean: 0.071027, var: 0.000174","mean: 0.131061, var: 0.005388","mean: 0.021984, var: 0.000511","mean: 0.056891, var: 0.000410","mean: 0.040063, var: 0.000350","mean: 0.154321, var: 0.000668","mean: 0.025985, var: 0.000366",2.2185714303148236,0.10786089650154845,2.110710533813275,Low
ENSP00000351185,"mean: 0.108203, var: 0.000255","mean: 0.517090, var: 0.008104","mean: 0.557666, var: 0.006810","mean: 0.106848, var: 0.005820","mean: 0.056403, var: 0.000226","mean: 0.304077, var: 0.005625","mean: 0.018132, var: 0.000342","mean: 0.116199, var: 0.000174","mean: 0.059634, var: 0.000595","mean: 0.089435, var: 0.000729","mean: 0.026284, var: 0.000719",2.47297031135997,0.15522814032579582,2.317742171034174,Low
ENSP00000328426,"mean: 0.074585, var: 0.000021","mean: 0.437988, var: 0.003765","mean: 0.731543, var: 0.002497","mean: 0.114703, var: 0.002948","mean: 0.065100, var: 0.000031","mean: 0.164404, var: 0.004795","mean: 0.027702, var: 0.000614","mean: 0.067151, var: 0.000161","mean: 0.048810, var: 0.000098","mean: 0.065887, var: 0.000282","mean: 0.038519, var: 0.001392",2.2396625922188957,0.09761727487784297,2.142045317341053,Low
ENSP00000313933,"mean: 0.101526, var: 0.001451","mean: 0.435254, var: 0.005339","mean: 0.771875, var: 0.008458","mean: 0.025023, var: 0.000678","mean: 0.082498, var: 0.003221","mean: 0.145154, var: 0.004717","mean: 0.009075, var: 0.000073","mean: 0.058270, var: 0.000303","mean: 0.054184, var: 0.000229","mean: 0.089282, var: 0.000196","mean: 0.035295, var: 0.001174",2.0724194746682394,0.14116509636002703,1.9312543783082123,Low
ENSP00000297268,"mean: 0.212183, var: 0.002293","mean: 0.156311, var: 0.000683","mean: 0.129138, var: 0.000516","mean: 0.923828, var: 0.001169","mean: 0.185449, var: 0.001859","mean: 0.071790, var: 0.000811","mean: 0.016885, var: 0.000099","mean: 0.230591, var: 0.005680","mean: 0.085199, var: 0.000986","mean: 0.105719, var: 0.002174","mean: 0.004888, var: 0.000017",2.3387374472168423,0.09878881761058993,2.2399486296062525,Low
ENSP00000262376,"mean: 0.043585, var: 0.000092","mean: 0.271851, var: 0.000539","mean: 0.890039, var: 0.001623","mean: 0.078537, var: 0.002455","mean: 0.031726, var: 0.000030","mean: 0.093217, var: 0.003236","mean: 0.009528, var: 0.000105","mean: 0.051093, var: 0.000113","mean: 0.054568, var: 0.001247","mean: 0.030298, var: 0.000270","mean: 0.016826, var: 0.000364",1.6544663092146312,0.06438731527495109,1.5900789939396802,Low
ENSP00000253048,"mean: 0.037820, var: 0.000257","mean: 0.364844, var: 0.004760","mean: 0.780957, var: 0.010144","mean: 0.291284, var: 0.012562","mean: 0.035414, var: 0.000337","mean: 0.055735, var: 0.001472","mean: 0.010463, var: 0.000046","mean: 0.083112, var: 0.000857","mean: 0.054791, var: 0.000198","mean: 0.096259, var: 0.001829","mean: 0.006867, var: 0.000066",1.996414009682815,0.16179038377850982,1.8346236259043052,Low
ENSP00000252996,"mean: 0.061749, var: 0.001011","mean: 0.441162, var: 0.000603","mean: 0.832910, var: 0.005803","mean: 0.127502, var: 0.002401","mean: 0.067700, var: 0.000571","mean: 0.073022, var: 0.001861","mean: 0.003157, var: 0.000013","mean: 0.052475, var: 0.000883","mean: 0.073076, var: 0.001417","mean: 0.097223, var: 0.001550","mean: 0.015232, var: 0.000368",1.975623572555343,0.10035641631242234,1.8752671562429206,Low
ENSP00000247087,"mean: 0.051758, var: 0.000066","mean: 0.408154, var: 0.002147","mean: 0.882324, var: 0.002272","mean: 0.047303, var: 0.001363","mean: 0.049670, var: 0.000085","mean: 0.128986, var: 0.007373","mean: 0.007251, var: 0.000064","mean: 0.058740, var: 0.000175","mean: 0.022443, var: 0.000054","mean: 0.035802, var: 0.000127","mean: 0.011693, var: 0.000247",1.6457773227578245,0.07948921969693519,1.5662881030608893,Low
ENSP00000313624,"mean: 0.067230, var: 0.000078","mean: 0.237476, var: 0.001325","mean: 0.879492, var: 0.004822","mean: 0.056856, var: 0.001213","mean: 0.044696, var: 0.000099","mean: 0.105756, var: 0.003182","mean: 0.006639, var: 0.000046","mean: 0.046674, var: 0.000335","mean: 0.066577, var: 0.000088","mean: 0.050314, var: 0.000739","mean: 0.034625, var: 0.000711",1.7989459208490037,0.07705194014476721,1.7218939807042366,Low
ENSP00000485253,"mean: 0.063306, var: 0.000037","mean: 0.281396, var: 0.001294","mean: 0.893457, var: 0.002721","mean: 0.059967, var: 0.000517","mean: 0.062494, var: 0.000066","mean: 0.090436, var: 0.001235","mean: 0.005372, var: 0.000022","mean: 0.055975, var: 0.000083","mean: 0.031522, var: 0.000128","mean: 0.081775, var: 0.000431","mean: 0.011155, var: 0.000187",1.74483818102398,0.04496839501709899,1.699869786006881,Low
ENSP00000312277,"mean: 0.034448, var: 0.000018","mean: 0.322998, var: 0.006168","mean: 0.853223, var: 0.001121","mean: 0.044818, var: 0.000129","mean: 0.017477, var: 0.000031","mean: 0.072614, var: 0.002556","mean: 0.012053, var: 0.000124","mean: 0.051636, var: 0.000190","mean: 0.018686, var: 0.000118","mean: 0.056866, var: 0.000138","mean: 0.029223, var: 0.000835",1.5637525061942108,0.06690782421325264,1.4968446819809582,Low
ENSP00000370427,"mean: 0.086865, var: 0.000372","mean: 0.194653, var: 0.004407","mean: 0.881055, var: 0.001295","mean: 0.087036, var: 0.000950","mean: 0.119922, var: 0.002967","mean: 0.024327, var: 0.000696","mean: 0.010758, var: 0.000033","mean: 0.071722, var: 0.000742","mean: 0.031027, var: 0.000157","mean: 0.053558, var: 0.000326","mean: 0.004823, var: 0.000034",1.7276052749504154,0.07441611600088045,1.6531891589495349,Low
ENSP00000458025,"mean: 0.038809, var: 0.000065","mean: 0.359033, var: 0.001564","mean: 0.884961, var: 0.002941","mean: 0.138562, var: 0.002455","mean: 0.041074, var: 0.000510","mean: 0.113538, var: 0.004479","mean: 0.002544, var: 0.000011","mean: 0.072113, var: 0.000326","mean: 0.054724, var: 0.000025","mean: 0.036952, var: 0.000412","mean: 0.014581, var: 0.000266",1.8013597024594665,0.07913387681692621,1.7222258256425402,Low
ENSP00000406490,"mean: 0.135022, var: 0.000491","mean: 0.233862, var: 0.003840","mean: 0.793555, var: 0.005008","mean: 0.052617, var: 0.001357","mean: 0.081482, var: 0.000480","mean: 0.189807, var: 0.004344","mean: 0.005404, var: 0.000040","mean: 0.105933, var: 0.000409","mean: 0.032932, var: 0.000691","mean: 0.127649, var: 0.004317","mean: 0.039578, var: 0.001297",2.237330707567409,0.1286287718581641,2.108701935709245,Low
ENSP00000374552,"mean: 0.069604, var: 0.000137","mean: 0.611328, var: 0.007076","mean: 0.713477, var: 0.003073","mean: 0.119739, var: 0.002658","mean: 0.084949, var: 0.000935","mean: 0.138916, var: 0.002000","mean: 0.006337, var: 0.000017","mean: 0.163770, var: 0.000921","mean: 0.051294, var: 0.000177","mean: 0.056439, var: 0.000408","mean: 0.010558, var: 0.000124",2.1560339294343707,0.10118608662753997,2.0548478428068306,Low
ENSP00000323191,"mean: 0.086462, var: 0.000470","mean: 0.474268, var: 0.007473","mean: 0.711133, var: 0.001365","mean: 0.214258, var: 0.011499","mean: 0.112109, var: 0.000782","mean: 0.071103, var: 0.002878","mean: 0.014096, var: 0.000182","mean: 0.074438, var: 0.000524","mean: 0.080865, var: 0.000635","mean: 0.119049, var: 0.001486","mean: 0.062728, var: 0.002133",2.4551351983905407,0.15597446001720017,2.299160738373341,Low
ENSP00000359837,"mean: 0.057867, var: 0.000062","mean: 0.314136, var: 0.003522","mean: 0.910352, var: 0.001616","mean: 0.024782, var: 0.000074","mean: 0.042853, var: 0.000219","mean: 0.077295, var: 0.000796","mean: 0.024343, var: 0.000562","mean: 0.038654, var: 0.000236","mean: 0.042842, var: 0.000675","mean: 0.043901, var: 0.000759","mean: 0.017817, var: 0.000287",1.5987977445250574,0.0580020891875279,1.5407956553375295,Low
ENSP00000469029,"mean: 0.064331, var: 0.000342","mean: 0.276123, var: 0.004686","mean: 0.802246, var: 0.001292","mean: 0.101108, var: 0.010705","mean: 0.062567, var: 0.000400","mean: 0.108386, var: 0.003417","mean: 0.002851, var: 0.000009","mean: 0.081641, var: 0.000244","mean: 0.056210, var: 0.000697","mean: 0.052835, var: 0.000356","mean: 0.010690, var: 0.000138",1.941506004988537,0.11881363669789292,1.8226923682906442,Low
ENSP00000358904,"mean: 0.038232, var: 0.000030","mean: 0.284766, var: 0.001644","mean: 0.891895, var: 0.003176","mean: 0.114880, var: 0.004123","mean: 0.032791, var: 0.000049","mean: 0.093402, var: 0.004206","mean: 0.009964, var: 0.000070","mean: 0.052823, var: 0.000253","mean: 0.017290, var: 0.000098","mean: 0.066278, var: 0.001076","mean: 0.006781, var: 0.000053",1.6517701512866694,0.08680856065112778,1.5649615906355416,Low
ENSP00000405068,"mean: 0.060519, var: 0.001216","mean: 0.305957, var: 0.001062","mean: 0.665869, var: 0.016680","mean: 0.102203, var: 0.000839","mean: 0.044327, var: 0.000195","mean: 0.087219, var: 0.001609","mean: 0.006250, var: 0.000027","mean: 0.075775, var: 0.001206","mean: 0.028130, var: 0.000543","mean: 0.086621, var: 0.001704","mean: 0.020626, var: 0.000903",2.006484709462716,0.1313440606701904,1.8751406487925257,Low
ENSP00000465377,"mean: 0.068701, var: 0.000247","mean: 0.545996, var: 0.004480","mean: 0.771484, var: 0.008249","mean: 0.061717, var: 0.001005","mean: 0.072034, var: 0.001130","mean: 0.215674, var: 0.008812","mean: 0.005349, var: 0.000031","mean: 0.086835, var: 0.001855","mean: 0.051263, var: 0.000194","mean: 0.064618, var: 0.000798","mean: 0.050162, var: 0.000974",2.126359043744509,0.14825694649512675,1.9781020972493821,Low
ENSP00000362045,"mean: 0.044604, var: 0.000055","mean: 0.294214, var: 0.001548","mean: 0.848437, var: 0.002887","mean: 0.117957, var: 0.002153","mean: 0.027341, var: 0.000019","mean: 0.156195, var: 0.004674","mean: 0.015139, var: 0.000126","mean: 0.065521, var: 0.000299","mean: 0.013859, var: 0.000093","mean: 0.046963, var: 0.000332","mean: 0.020652, var: 0.000535",1.8037256674562625,0.07705974388295098,1.7266659235733115,Low
ENSP00000486816,"mean: 0.058936, var: 0.000042","mean: 0.298193, var: 0.001185","mean: 0.844531, var: 0.002907","mean: 0.117468, var: 0.001894","mean: 0.042078, var: 0.000068","mean: 0.169849, var: 0.004585","mean: 0.016460, var: 0.000111","mean: 0.076245, var: 0.000410","mean: 0.019339, var: 0.000201","mean: 0.061536, var: 0.000248","mean: 0.018866, var: 0.000473",1.9429997894861608,0.07420743641559402,1.8687923530705668,Low
ENSP00000317992,"mean: 0.101196, var: 0.000810","mean: 0.328174, var: 0.000285","mean: 0.650293, var: 0.002989","mean: 0.088477, var: 0.000100","mean: 0.041183, var: 0.000581","mean: 0.140857, var: 0.000424","mean: 0.003708, var: 0.000011","mean: 0.106836, var: 0.000894","mean: 0.059908, var: 0.001071","mean: 0.154334, var: 0.001394","mean: 0.027212, var: 0.001086",2.31410438659483,0.06431655063982106,2.2497878359550088,Low
ENSP00000380300,"mean: 0.081104, var: 0.000981","mean: 0.596973, var: 0.004407","mean: 0.635449, var: 0.004940","mean: 0.079529, var: 0.000679","mean: 0.064978, var: 0.000201","mean: 0.193530, var: 0.005108","mean: 0.009976, var: 0.000115","mean: 0.234717, var: 0.004997","mean: 0.108069, var: 0.004014","mean: 0.067371, var: 0.001670","mean: 0.037775, var: 0.001590",2.428739792174947,0.16115335710005468,2.2675864350748927,Low
ENSP00000498164,"mean: 0.077936, var: 0.000595","mean: 0.561621, var: 0.003006","mean: 0.624512, var: 0.005264","mean: 0.107718, var: 0.005019","mean: 0.072180, var: 0.000400","mean: 0.172839, var: 0.003448","mean: 0.006072, var: 0.000042","mean: 0.122485, var: 0.000612","mean: 0.088293, var: 0.000653","mean: 0.167847, var: 0.000268","mean: 0.015592, var: 0.000325",2.4169739814085656,0.11330259023985677,2.303671391168709,Low
ENSP00000253928,"mean: 0.028342, var: 0.000016","mean: 0.306445, var: 0.002913","mean: 0.885254, var: 0.001915","mean: 0.169537, var: 0.007052","mean: 0.028082, var: 0.000087","mean: 0.128943, var: 0.006015","mean: 0.011025, var: 0.000219","mean: 0.040475, var: 0.000194","mean: 0.037994, var: 0.000161","mean: 0.027885, var: 0.000177","mean: 0.022231, var: 0.000706",1.7248482220349997,0.10723814586879182,1.6176100761662078,Low
ENSP00000390121,"mean: 0.167187, var: 0.005413","mean: 0.459180, var: 0.013762","mean: 0.577441, var: 0.008307","mean: 0.034101, var: 0.001081","mean: 0.248645, var: 0.061238","mean: 0.060524, var: 0.002449","mean: 0.013217, var: 0.000103","mean: 0.050751, var: 0.000231","mean: 0.044095, var: 0.000533","mean: 0.088525, var: 0.000411","mean: 0.019389, var: 0.000357",2.2417068257029324,0.3330990532810619,1.9086077724218706,Low
ENSP00000484716,"mean: 0.033713, var: 0.000138","mean: 0.220020, var: 0.001515","mean: 0.940625, var: 0.001515","mean: 0.041732, var: 0.000919","mean: 0.016559, var: 0.000075","mean: 0.071591, var: 0.001944","mean: 0.001817, var: 0.000004","mean: 0.077969, var: 0.000816","mean: 0.030139, var: 0.000229","mean: 0.052313, var: 0.000022","mean: 0.016868, var: 0.000296",1.4333713699200747,0.05059150461042883,1.382779865309646,Low
ENSP00000372434,"mean: 0.155139, var: 0.000615","mean: 0.262842, var: 0.009656","mean: 0.837109, var: 0.009400","mean: 0.063086, var: 0.001614","mean: 0.076117, var: 0.000157","mean: 0.094910, var: 0.001340","mean: 0.002185, var: 0.000006","mean: 0.096228, var: 0.000301","mean: 0.201392, var: 0.008225","mean: 0.078152, var: 0.001795","mean: 0.014703, var: 0.000283",2.205648103050368,0.16950466779311146,2.0361434352572565,Low
ENSP00000408536,"mean: 0.109534, var: 0.002088","mean: 0.691016, var: 0.002263","mean: 0.602832, var: 0.013554","mean: 0.052435, var: 0.001128","mean: 0.098273, var: 0.000911","mean: 0.061038, var: 0.000699","mean: 0.002937, var: 0.000011","mean: 0.178210, var: 0.001606","mean: 0.090991, var: 0.004149","mean: 0.120630, var: 0.002473","mean: 0.008121, var: 0.000066",2.1928251762495954,0.15277658518366616,2.040048591065929,Low
ENSP00000349803,"mean: 0.073749, var: 0.000327","mean: 0.233398, var: 0.001386","mean: 0.817383, var: 0.001061","mean: 0.065573, var: 0.001927","mean: 0.053461, var: 0.000720","mean: 0.091431, var: 0.000585","mean: 0.003157, var: 0.000011","mean: 0.108008, var: 0.000521","mean: 0.038641, var: 0.000384","mean: 0.061681, var: 0.001536","mean: 0.010574, var: 0.000161",1.8548501809739097,0.05906790335158042,1.7957822776223293,Low
ENSP00000159647,"mean: 0.896191, var: 0.002658","mean: 0.073187, var: 0.000681","mean: 0.085077, var: 0.000326","mean: 0.045929, var: 0.001001","mean: 0.733691, var: 0.016847","mean: 0.082236, var: 0.002083","mean: 0.032568, var: 0.000624","mean: 0.385547, var: 0.000861","mean: 0.526074, var: 0.027050","mean: 0.295044, var: 0.003683","mean: 0.017955, var: 0.000225",2.3225749161648777,0.24277277834325253,2.079802137821625,Low
ENSP00000498317,"mean: 0.253784, var: 0.002034","mean: 0.187744, var: 0.001835","mean: 0.128833, var: 0.001527","mean: 0.113712, var: 0.004173","mean: 0.070734, var: 0.000217","mean: 0.945410, var: 0.000194","mean: 0.082602, var: 0.002190","mean: 0.058484, var: 0.000187","mean: 0.079016, var: 0.000068","mean: 0.082214, var: 0.000333","mean: 0.120215, var: 0.004200",2.4463559433244795,0.10174311036857336,2.344612832955906,Low
ENSP00000293771,"mean: 0.039056, var: 0.000008","mean: 0.183057, var: 0.000773","mean: 0.919238, var: 0.001579","mean: 0.044826, var: 0.001710","mean: 0.028076, var: 0.000039","mean: 0.072946, var: 0.002240","mean: 0.009310, var: 0.000039","mean: 0.076782, var: 0.000977","mean: 0.036353, var: 0.000181","mean: 0.061575, var: 0.000287","mean: 0.009324, var: 0.000118",1.5216963015511393,0.05290422752465981,1.4687920740264795,Low
ENSP00000365931,"mean: 0.043707, var: 0.000114","mean: 0.275269, var: 0.001454","mean: 0.931348, var: 0.001269","mean: 0.072333, var: 0.001752","mean: 0.050903, var: 0.000053","mean: 0.080325, var: 0.001764","mean: 0.007279, var: 0.000065","mean: 0.028154, var: 0.000069","mean: 0.014053, var: 0.000070","mean: 0.031300, var: 0.000135","mean: 0.011723, var: 0.000177",1.4590979328055864,0.04651531749091034,1.412582615314676,Low
ENSP00000379843,"mean: 0.093091, var: 0.000420","mean: 0.279248, var: 0.001897","mean: 0.892188, var: 0.000375","mean: 0.040854, var: 0.000457","mean: 0.112262, var: 0.001140","mean: 0.095752, var: 0.000962","mean: 0.004513, var: 0.000013","mean: 0.059332, var: 0.000071","mean: 0.049261, var: 0.000500","mean: 0.051190, var: 0.001392","mean: 0.015252, var: 0.000255",1.8360199892167157,0.051937496497566155,1.7840824927191496,Low
ENSP00000504385,"mean: 0.064655, var: 0.000262","mean: 0.290137, var: 0.002318","mean: 0.773730, var: 0.006560","mean: 0.252441, var: 0.006248","mean: 0.038501, var: 0.000606","mean: 0.112149, var: 0.005457","mean: 0.043977, var: 0.001617","mean: 0.070227, var: 0.000436","mean: 0.013333, var: 0.000039","mean: 0.047940, var: 0.000273","mean: 0.004934, var: 0.000075",2.006166896571654,0.13095967096362235,1.8752072256080319,Low
ENSP00000238146,"mean: 0.055298, var: 0.000152","mean: 0.152124, var: 0.001745","mean: 0.834473, var: 0.002997","mean: 0.122968, var: 0.004177","mean: 0.032935, var: 0.000056","mean: 0.166199, var: 0.003691","mean: 0.005499, var: 0.000043","mean: 0.051959, var: 0.000271","mean: 0.029895, var: 0.000316","mean: 0.057431, var: 0.000398","mean: 0.011776, var: 0.000233",1.7695398879243167,0.08421330523282751,1.6853265826914892,Low
ENSP00000361676,"mean: 0.087988, var: 0.000628","mean: 0.397656, var: 0.007962","mean: 0.748926, var: 0.010437","mean: 0.126221, var: 0.000894","mean: 0.052087, var: 0.000286","mean: 0.087946, var: 0.003044","mean: 0.009408, var: 0.000065","mean: 0.098267, var: 0.001821","mean: 0.113589, var: 0.003224","mean: 0.139185, var: 0.005099","mean: 0.035409, var: 0.001843",2.3377624124543304,0.1861172873117617,2.1516451251425686,Low
ENSP00000455982,"mean: 0.060492, var: 0.000104","mean: 0.220483, var: 0.001216","mean: 0.842480, var: 0.002307","mean: 0.023201, var: 0.000279","mean: 0.034897, var: 0.000069","mean: 0.160571, var: 0.005752","mean: 0.026175, var: 0.000747","mean: 0.032608, var: 0.000020","mean: 0.032648, var: 0.000264","mean: 0.024409, var: 0.000140","mean: 0.052845, var: 0.001971",1.7102630177532854,0.07703460504737764,1.6332284127059078,Low
ENSP00000419765,"mean: 0.056482, var: 0.000376","mean: 0.118787, var: 0.001968","mean: 0.925879, var: 0.002164","mean: 0.124268, var: 0.013732","mean: 0.036328, var: 0.000131","mean: 0.038324, var: 0.001279","mean: 0.004282, var: 0.000014","mean: 0.036843, var: 0.000446","mean: 0.161035, var: 0.018820","mean: 0.072205, var: 0.000080","mean: 0.010375, var: 0.000130",1.66747398475357,0.1773650905455511,1.490108894208019,Low
ENSP00000351383,"mean: 0.041730, var: 0.000060","mean: 0.226611, var: 0.004496","mean: 0.947754, var: 0.001273","mean: 0.205145, var: 0.016510","mean: 0.035751, var: 0.000218","mean: 0.029155, var: 0.000565","mean: 0.003109, var: 0.000012","mean: 0.069342, var: 0.000548","mean: 0.030827, var: 0.000363","mean: 0.056348, var: 0.000852","mean: 0.004796, var: 0.000034",1.5648837096268349,0.12068437676192047,1.4441993328649143,Low
ENSP00000174618,"mean: 0.104431, var: 0.001118","mean: 0.439258, var: 0.007757","mean: 0.824219, var: 0.001107","mean: 0.041209, var: 0.000581","mean: 0.051642, var: 0.000120","mean: 0.249170, var: 0.002167","mean: 0.001791, var: 0.000005","mean: 0.048575, var: 0.000273","mean: 0.046991, var: 0.000115","mean: 0.152026, var: 0.001661","mean: 0.020205, var: 0.000503",2.0544933098406575,0.08932680944786031,1.9651665003927972,Low
ENSP00000377782,"mean: 0.052722, var: 0.000055","mean: 0.188354, var: 0.001405","mean: 0.947168, var: 0.000579","mean: 0.049292, var: 0.001789","mean: 0.044836, var: 0.000292","mean: 0.081528, var: 0.002032","mean: 0.022803, var: 0.000708","mean: 0.019476, var: 0.000050","mean: 0.014741, var: 0.000051","mean: 0.044620, var: 0.000235","mean: 0.013429, var: 0.000158",1.4346696848754137,0.04985497836022553,1.3848147065151881,Low
ENSP00000265537,"mean: 0.232056, var: 0.000625","mean: 0.145117, var: 0.000439","mean: 0.105713, var: 0.000634","mean: 0.164709, var: 0.003927","mean: 0.068680, var: 0.000433","mean: 0.933984, var: 0.000151","mean: 0.046259, var: 0.001223","mean: 0.100861, var: 0.001167","mean: 0.063898, var: 0.000113","mean: 0.099548, var: 0.000041","mean: 0.129889, var: 0.003485",2.445509261974658,0.07635383988539271,2.369155422089265,Low
ENSP00000294409,"mean: 0.032983, var: 0.000078","mean: 0.214062, var: 0.000623","mean: 0.893164, var: 0.004375","mean: 0.108569, var: 0.001662","mean: 0.025662, var: 0.000013","mean: 0.046112, var: 0.001577","mean: 0.008896, var: 0.000067","mean: 0.025476, var: 0.000037","mean: 0.021505, var: 0.000210","mean: 0.031963, var: 0.000225","mean: 0.007431, var: 0.000089",1.384903361630819,0.055573583543117956,1.3293297780877011,Low
