ACC,Membrane,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome/Vacuole,Golgi apparatus,Peroxisome,Predictive_Entropy,Uncertainty_Level
ENSP00000406490,"mean: 0.135022, var: 0.000491","mean: 0.233862, var: 0.003840","mean: 0.793555, var: 0.005008","mean: 0.052617, var: 0.001357","mean: 0.081482, var: 0.000480","mean: 0.189807, var: 0.004344","mean: 0.005404, var: 0.000040","mean: 0.105933, var: 0.000409","mean: 0.032932, var: 0.000691","mean: 0.127649, var: 0.004317","mean: 0.039578, var: 0.001297",2.237330707567409,Moderate
ENSP00000374552,"mean: 0.069604, var: 0.000137","mean: 0.611328, var: 0.007076","mean: 0.713477, var: 0.003073","mean: 0.119739, var: 0.002658","mean: 0.084949, var: 0.000935","mean: 0.138916, var: 0.002000","mean: 0.006337, var: 0.000017","mean: 0.163770, var: 0.000921","mean: 0.051294, var: 0.000177","mean: 0.056439, var: 0.000408","mean: 0.010558, var: 0.000124",2.1560339294343707,Moderate
ENSP00000323191,"mean: 0.086462, var: 0.000470","mean: 0.474268, var: 0.007473","mean: 0.711133, var: 0.001365","mean: 0.214258, var: 0.011499","mean: 0.112109, var: 0.000782","mean: 0.071103, var: 0.002878","mean: 0.014096, var: 0.000182","mean: 0.074438, var: 0.000524","mean: 0.080865, var: 0.000635","mean: 0.119049, var: 0.001486","mean: 0.062728, var: 0.002133",2.4551351983905407,Moderate
ENSP00000379778,"mean: 0.279370, var: 0.007664","mean: 0.745703, var: 0.009801","mean: 0.459375, var: 0.002410","mean: 0.054755, var: 0.000468","mean: 0.257495, var: 0.003074","mean: 0.050711, var: 0.000337","mean: 0.003494, var: 0.000012","mean: 0.166724, var: 0.004530","mean: 0.172650, var: 0.009140","mean: 0.216455, var: 0.007435","mean: 0.013393, var: 0.000199",2.602741570590545,Moderate
ENSP00000450393,"mean: 0.141602, var: 0.000275","mean: 0.460840, var: 0.005353","mean: 0.455566, var: 0.008461","mean: 0.178033, var: 0.015643","mean: 0.075287, var: 0.000202","mean: 0.364233, var: 0.010179","mean: 0.018565, var: 0.000259","mean: 0.123303, var: 0.000148","mean: 0.059900, var: 0.000524","mean: 0.098389, var: 0.000562","mean: 0.028296, var: 0.000736",2.6915591340819516,Moderate
ENSP00000412893,"mean: 0.230566, var: 0.001990","mean: 0.174463, var: 0.000674","mean: 0.156628, var: 0.000990","mean: 0.155200, var: 0.005169","mean: 0.066614, var: 0.000379","mean: 0.907910, var: 0.000327","mean: 0.048787, var: 0.001277","mean: 0.122034, var: 0.001155","mean: 0.065747, var: 0.000034","mean: 0.077325, var: 0.000431","mean: 0.178540, var: 0.005985",2.579133831895525,Moderate
ENSP00000405068,"mean: 0.060519, var: 0.001216","mean: 0.305957, var: 0.001062","mean: 0.665869, var: 0.016680","mean: 0.102203, var: 0.000839","mean: 0.044327, var: 0.000195","mean: 0.087219, var: 0.001609","mean: 0.006250, var: 0.000027","mean: 0.075775, var: 0.001206","mean: 0.028130, var: 0.000543","mean: 0.086621, var: 0.001704","mean: 0.020626, var: 0.000903",2.006484709462716,Moderate
ENSP00000383392,"mean: 0.810254, var: 0.006181","mean: 0.207617, var: 0.000260","mean: 0.094348, var: 0.000341","mean: 0.383252, var: 0.016608","mean: 0.820508, var: 0.010024","mean: 0.047162, var: 0.000546","mean: 0.014332, var: 0.000044","mean: 0.272510, var: 0.002433","mean: 0.342041, var: 0.002803","mean: 0.323633, var: 0.003355","mean: 0.033844, var: 0.000352",2.655306970055142,Moderate
ENSP00000465377,"mean: 0.068701, var: 0.000247","mean: 0.545996, var: 0.004480","mean: 0.771484, var: 0.008249","mean: 0.061717, var: 0.001005","mean: 0.072034, var: 0.001130","mean: 0.215674, var: 0.008812","mean: 0.005349, var: 0.000031","mean: 0.086835, var: 0.001855","mean: 0.051263, var: 0.000194","mean: 0.064618, var: 0.000798","mean: 0.050162, var: 0.000974",2.126359043744509,Moderate
ENSP00000027335,"mean: 0.774707, var: 0.013082","mean: 0.236377, var: 0.000099","mean: 0.109827, var: 0.000878","mean: 0.274658, var: 0.012636","mean: 0.794824, var: 0.013018","mean: 0.059259, var: 0.000863","mean: 0.011238, var: 0.000044","mean: 0.240283, var: 0.001776","mean: 0.308472, var: 0.003425","mean: 0.257471, var: 0.000211","mean: 0.046053, var: 0.000282",2.733150067000067,Moderate
ENSP00000431611,"mean: 0.801855, var: 0.005434","mean: 0.163599, var: 0.002103","mean: 0.102100, var: 0.000417","mean: 0.139539, var: 0.003570","mean: 0.733203, var: 0.015202","mean: 0.178784, var: 0.000418","mean: 0.032952, var: 0.000570","mean: 0.256152, var: 0.002302","mean: 0.295166, var: 0.002259","mean: 0.216345, var: 0.006062","mean: 0.024111, var: 0.000286",2.758860347393874,Moderate
ENSP00000401064,"mean: 0.116541, var: 0.000207","mean: 0.393359, var: 0.009745","mean: 0.617090, var: 0.004042","mean: 0.049757, var: 0.001658","mean: 0.039381, var: 0.000544","mean: 0.232813, var: 0.008347","mean: 0.017073, var: 0.000296","mean: 0.290356, var: 0.012478","mean: 0.045666, var: 0.000758","mean: 0.120679, var: 0.001580","mean: 0.082031, var: 0.003176",2.5612526190178992,Moderate
ENSP00000361964,"mean: 0.191113, var: 0.002318","mean: 0.780371, var: 0.003066","mean: 0.274634, var: 0.004044","mean: 0.109442, var: 0.002157","mean: 0.161963, var: 0.002278","mean: 0.146722, var: 0.006414","mean: 0.002269, var: 0.000005","mean: 0.097125, var: 0.000807","mean: 0.094556, var: 0.001826","mean: 0.162866, var: 0.001721","mean: 0.044405, var: 0.000953",2.580429795913515,Moderate
ENSP00000317992,"mean: 0.101196, var: 0.000810","mean: 0.328174, var: 0.000285","mean: 0.650293, var: 0.002989","mean: 0.088477, var: 0.000100","mean: 0.041183, var: 0.000581","mean: 0.140857, var: 0.000424","mean: 0.003708, var: 0.000011","mean: 0.106836, var: 0.000894","mean: 0.059908, var: 0.001071","mean: 0.154334, var: 0.001394","mean: 0.027212, var: 0.001086",2.31410438659483,Moderate
ENSP00000380300,"mean: 0.081104, var: 0.000981","mean: 0.596973, var: 0.004407","mean: 0.635449, var: 0.004940","mean: 0.079529, var: 0.000679","mean: 0.064978, var: 0.000201","mean: 0.193530, var: 0.005108","mean: 0.009976, var: 0.000115","mean: 0.234717, var: 0.004997","mean: 0.108069, var: 0.004014","mean: 0.067371, var: 0.001670","mean: 0.037775, var: 0.001590",2.428739792174947,Moderate
ENSP00000498164,"mean: 0.077936, var: 0.000595","mean: 0.561621, var: 0.003006","mean: 0.624512, var: 0.005264","mean: 0.107718, var: 0.005019","mean: 0.072180, var: 0.000400","mean: 0.172839, var: 0.003448","mean: 0.006072, var: 0.000042","mean: 0.122485, var: 0.000612","mean: 0.088293, var: 0.000653","mean: 0.167847, var: 0.000268","mean: 0.015592, var: 0.000325",2.4169739814085656,Moderate
ENSP00000217159,"mean: 0.838379, var: 0.004688","mean: 0.148950, var: 0.000495","mean: 0.089136, var: 0.000277","mean: 0.112878, var: 0.003353","mean: 0.758301, var: 0.013535","mean: 0.206836, var: 0.000486","mean: 0.013016, var: 0.000158","mean: 0.318457, var: 0.001655","mean: 0.380835, var: 0.013190","mean: 0.230664, var: 0.006390","mean: 0.035651, var: 0.000300",2.6746470215458005,Moderate
ENSP00000392636,"mean: 0.164258, var: 0.002774","mean: 0.570996, var: 0.005129","mean: 0.766309, var: 0.003139","mean: 0.053354, var: 0.001120","mean: 0.071606, var: 0.000323","mean: 0.520459, var: 0.010648","mean: 0.001929, var: 0.000008","mean: 0.170410, var: 0.006289","mean: 0.184662, var: 0.005821","mean: 0.307739, var: 0.007502","mean: 0.080762, var: 0.005946",2.6971216344884397,Moderate
ENSP00000390121,"mean: 0.167187, var: 0.005413","mean: 0.459180, var: 0.013762","mean: 0.577441, var: 0.008307","mean: 0.034101, var: 0.001081","mean: 0.248645, var: 0.061238","mean: 0.060524, var: 0.002449","mean: 0.013217, var: 0.000103","mean: 0.050751, var: 0.000231","mean: 0.044095, var: 0.000533","mean: 0.088525, var: 0.000411","mean: 0.019389, var: 0.000357",2.2417068257029324,Moderate
ENSP00000352676,"mean: 0.358179, var: 0.007679","mean: 0.708105, var: 0.005327","mean: 0.494775, var: 0.006958","mean: 0.025276, var: 0.000571","mean: 0.161267, var: 0.000711","mean: 0.104877, var: 0.001997","mean: 0.008650, var: 0.000053","mean: 0.394849, var: 0.020929","mean: 0.228882, var: 0.002834","mean: 0.528613, var: 0.015467","mean: 0.012289, var: 0.000216",2.7205823963537425,Moderate
ENSP00000478563,"mean: 0.509229, var: 0.007678","mean: 0.648340, var: 0.002056","mean: 0.174878, var: 0.001288","mean: 0.072885, var: 0.002685","mean: 0.549170, var: 0.016566","mean: 0.127100, var: 0.000517","mean: 0.002564, var: 0.000005","mean: 0.147876, var: 0.000763","mean: 0.546387, var: 0.014037","mean: 0.406055, var: 0.008488","mean: 0.016586, var: 0.000300",2.773885230702506,Moderate
ENSP00000299192,"mean: 0.183679, var: 0.002534","mean: 0.510742, var: 0.001581","mean: 0.663281, var: 0.007823","mean: 0.045898, var: 0.000874","mean: 0.120923, var: 0.000792","mean: 0.177258, var: 0.002328","mean: 0.023262, var: 0.000500","mean: 0.159998, var: 0.006154","mean: 0.062286, var: 0.000440","mean: 0.290698, var: 0.009867","mean: 0.021625, var: 0.000612",2.6259701415851184,Moderate
ENSP00000372434,"mean: 0.155139, var: 0.000615","mean: 0.262842, var: 0.009656","mean: 0.837109, var: 0.009400","mean: 0.063086, var: 0.001614","mean: 0.076117, var: 0.000157","mean: 0.094910, var: 0.001340","mean: 0.002185, var: 0.000006","mean: 0.096228, var: 0.000301","mean: 0.201392, var: 0.008225","mean: 0.078152, var: 0.001795","mean: 0.014703, var: 0.000283",2.205648103050368,Moderate
ENSP00000408536,"mean: 0.109534, var: 0.002088","mean: 0.691016, var: 0.002263","mean: 0.602832, var: 0.013554","mean: 0.052435, var: 0.001128","mean: 0.098273, var: 0.000911","mean: 0.061038, var: 0.000699","mean: 0.002937, var: 0.000011","mean: 0.178210, var: 0.001606","mean: 0.090991, var: 0.004149","mean: 0.120630, var: 0.002473","mean: 0.008121, var: 0.000066",2.1928251762495954,Moderate
ENSP00000404022,"mean: 0.773633, var: 0.004992","mean: 0.134863, var: 0.000103","mean: 0.079663, var: 0.000103","mean: 0.069984, var: 0.002753","mean: 0.579395, var: 0.015756","mean: 0.177051, var: 0.002338","mean: 0.025259, var: 0.000487","mean: 0.269580, var: 0.000342","mean: 0.247949, var: 0.009803","mean: 0.114722, var: 0.000815","mean: 0.033235, var: 0.000333",2.6327889038464996,Moderate
ENSP00000342660,"mean: 0.866895, var: 0.001918","mean: 0.200854, var: 0.000430","mean: 0.134827, var: 0.000553","mean: 0.089389, var: 0.001518","mean: 0.836426, var: 0.006443","mean: 0.091290, var: 0.001855","mean: 0.005695, var: 0.000024","mean: 0.265063, var: 0.004773","mean: 0.352832, var: 0.007842","mean: 0.285718, var: 0.009604","mean: 0.044174, var: 0.000637",2.5448532176871796,Moderate
ENSP00000247001,"mean: 0.172278, var: 0.001184","mean: 0.605225, var: 0.005892","mean: 0.638379, var: 0.003557","mean: 0.117883, var: 0.002064","mean: 0.130420, var: 0.000847","mean: 0.176758, var: 0.002515","mean: 0.003646, var: 0.000010","mean: 0.091248, var: 0.001440","mean: 0.120361, var: 0.003268","mean: 0.189990, var: 0.005918","mean: 0.016596, var: 0.000278",2.5947567426005422,Moderate
ENSP00000159647,"mean: 0.896191, var: 0.002658","mean: 0.073187, var: 0.000681","mean: 0.085077, var: 0.000326","mean: 0.045929, var: 0.001001","mean: 0.733691, var: 0.016847","mean: 0.082236, var: 0.002083","mean: 0.032568, var: 0.000624","mean: 0.385547, var: 0.000861","mean: 0.526074, var: 0.027050","mean: 0.295044, var: 0.003683","mean: 0.017955, var: 0.000225",2.3225749161648777,Moderate
ENSP00000498317,"mean: 0.253784, var: 0.002034","mean: 0.187744, var: 0.001835","mean: 0.128833, var: 0.001527","mean: 0.113712, var: 0.004173","mean: 0.070734, var: 0.000217","mean: 0.945410, var: 0.000194","mean: 0.082602, var: 0.002190","mean: 0.058484, var: 0.000187","mean: 0.079016, var: 0.000068","mean: 0.082214, var: 0.000333","mean: 0.120215, var: 0.004200",2.4463559433244795,Moderate
ENSP00000341247,"mean: 0.152600, var: 0.000510","mean: 0.625195, var: 0.000784","mean: 0.455518, var: 0.015236","mean: 0.040170, var: 0.000559","mean: 0.118787, var: 0.000130","mean: 0.151086, var: 0.001512","mean: 0.034685, var: 0.001070","mean: 0.256055, var: 0.006711","mean: 0.124310, var: 0.001389","mean: 0.284717, var: 0.001455","mean: 0.025118, var: 0.000729",2.7812796169507,Moderate
ENSP00000505291,"mean: 0.756836, var: 0.010075","mean: 0.508057, var: 0.000503","mean: 0.237769, var: 0.004515","mean: 0.066693, var: 0.001341","mean: 0.407617, var: 0.005583","mean: 0.148108, var: 0.001305","mean: 0.011478, var: 0.000045","mean: 0.415723, var: 0.007645","mean: 0.792969, var: 0.004427","mean: 0.651660, var: 0.001983","mean: 0.038185, var: 0.000963",2.729552456803224,Moderate
ENSP00000394609,"mean: 0.512158, var: 0.012214","mean: 0.713770, var: 0.004112","mean: 0.296802, var: 0.001531","mean: 0.043564, var: 0.000546","mean: 0.577344, var: 0.016162","mean: 0.213428, var: 0.001638","mean: 0.004082, var: 0.000012","mean: 0.181128, var: 0.000257","mean: 0.197217, var: 0.001703","mean: 0.222827, var: 0.002652","mean: 0.020879, var: 0.000284",2.7945994083837924,Moderate
ENSP00000262056,"mean: 0.196338, var: 0.000348","mean: 0.578906, var: 0.002561","mean: 0.397168, var: 0.001406","mean: 0.036853, var: 0.000745","mean: 0.185669, var: 0.001539","mean: 0.110071, var: 0.002828","mean: 0.009269, var: 0.000044","mean: 0.163794, var: 0.002885","mean: 0.205231, var: 0.008391","mean: 0.246936, var: 0.012266","mean: 0.011976, var: 0.000135",2.7430493490765007,Moderate
ENSP00000422784,"mean: 0.186426, var: 0.000520","mean: 0.203125, var: 0.000587","mean: 0.053107, var: 0.000243","mean: 0.917090, var: 0.000562","mean: 0.143274, var: 0.000924","mean: 0.119202, var: 0.005281","mean: 0.049548, var: 0.001202","mean: 0.233508, var: 0.007530","mean: 0.284790, var: 0.003980","mean: 0.291846, var: 0.003997","mean: 0.008916, var: 0.000067",2.6518201693441275,Moderate
ENSP00000504385,"mean: 0.064655, var: 0.000262","mean: 0.290137, var: 0.002318","mean: 0.773730, var: 0.006560","mean: 0.252441, var: 0.006248","mean: 0.038501, var: 0.000606","mean: 0.112149, var: 0.005457","mean: 0.043977, var: 0.001617","mean: 0.070227, var: 0.000436","mean: 0.013333, var: 0.000039","mean: 0.047940, var: 0.000273","mean: 0.004934, var: 0.000075",2.006166896571654,Moderate
ENSP00000361676,"mean: 0.087988, var: 0.000628","mean: 0.397656, var: 0.007962","mean: 0.748926, var: 0.010437","mean: 0.126221, var: 0.000894","mean: 0.052087, var: 0.000286","mean: 0.087946, var: 0.003044","mean: 0.009408, var: 0.000065","mean: 0.098267, var: 0.001821","mean: 0.113589, var: 0.003224","mean: 0.139185, var: 0.005099","mean: 0.035409, var: 0.001843",2.3377624124543304,Moderate
ENSP00000362238,"mean: 0.182764, var: 0.001232","mean: 0.645020, var: 0.008897","mean: 0.492236, var: 0.002968","mean: 0.069354, var: 0.001538","mean: 0.183447, var: 0.001801","mean: 0.139325, var: 0.004155","mean: 0.029536, var: 0.000263","mean: 0.088831, var: 0.000789","mean: 0.190137, var: 0.002086","mean: 0.228113, var: 0.005095","mean: 0.029559, var: 0.000929",2.7890503968136686,Moderate
ENSP00000386184,"mean: 0.101935, var: 0.001034","mean: 0.500537, var: 0.000742","mean: 0.572461, var: 0.013602","mean: 0.099432, var: 0.001529","mean: 0.072919, var: 0.001155","mean: 0.142987, var: 0.007827","mean: 0.007304, var: 0.000075","mean: 0.215656, var: 0.018110","mean: 0.106897, var: 0.001143","mean: 0.092932, var: 0.002589","mean: 0.078241, var: 0.001250",2.6229763414861473,Moderate
ENSP00000456908,"mean: 0.188525, var: 0.002690","mean: 0.470557, var: 0.003263","mean: 0.625391, var: 0.004208","mean: 0.053546, var: 0.002555","mean: 0.101294, var: 0.000221","mean: 0.343018, var: 0.003872","mean: 0.004970, var: 0.000039","mean: 0.222168, var: 0.001869","mean: 0.155969, var: 0.001699","mean: 0.213953, var: 0.008356","mean: 0.023909, var: 0.001073",2.7880860465685293,Moderate
