ACC,Membrane,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome/Vacuole,Golgi apparatus,Peroxisome,Predictive_Entropy,Expected_Entropy,Mutual_Information,Uncertainty_Level
ENSP00000427820,"mean: 0.200854, var: 0.001773","mean: 0.530322, var: 0.003568","mean: 0.428906, var: 0.004346","mean: 0.276355, var: 0.012788","mean: 0.155762, var: 0.000289","mean: 0.351074, var: 0.003331","mean: 0.029559, var: 0.000345","mean: 0.188440, var: 0.002622","mean: 0.162451, var: 0.002352","mean: 0.293311, var: 0.006876","mean: 0.088477, var: 0.000703",3.3225136842657523,0.20399654300992515,3.1185171412558272,High
ENSP00000429826,"mean: 0.191821, var: 0.000491","mean: 0.588135, var: 0.008705","mean: 0.410303, var: 0.001592","mean: 0.348169, var: 0.006039","mean: 0.159912, var: 0.001691","mean: 0.321240, var: 0.003376","mean: 0.016706, var: 0.000204","mean: 0.275757, var: 0.005713","mean: 0.233765, var: 0.004371","mean: 0.331396, var: 0.001569","mean: 0.119647, var: 0.006705",3.4031148945805927,0.21483184551448695,3.1882830490661056,High
ENSP00000452984,"mean: 0.248730, var: 0.005091","mean: 0.698047, var: 0.005196","mean: 0.290576, var: 0.003912","mean: 0.125342, var: 0.001968","mean: 0.216333, var: 0.005354","mean: 0.265430, var: 0.010758","mean: 0.047021, var: 0.000755","mean: 0.279297, var: 0.016012","mean: 0.158618, var: 0.000190","mean: 0.376709, var: 0.008016","mean: 0.236053, var: 0.012441",3.4002940741447523,0.3314345642105131,3.068859509934239,High
ENSP00000318883,"mean: 0.572461, var: 0.006153","mean: 0.322510, var: 0.000663","mean: 0.197412, var: 0.000462","mean: 0.213013, var: 0.006484","mean: 0.235254, var: 0.002908","mean: 0.633496, var: 0.001828","mean: 0.040652, var: 0.000820","mean: 0.294067, var: 0.006560","mean: 0.255103, var: 0.003105","mean: 0.259668, var: 0.002673","mean: 0.582520, var: 0.013199",3.4671325549427627,0.23059181523976263,3.236540739703,High
ENSP00000413029,"mean: 0.168140, var: 0.001256","mean: 0.299365, var: 0.002763","mean: 0.202856, var: 0.002500","mean: 0.709570, var: 0.001586","mean: 0.149597, var: 0.001763","mean: 0.182019, var: 0.009613","mean: 0.186328, var: 0.008038","mean: 0.262793, var: 0.005888","mean: 0.226880, var: 0.006074","mean: 0.340479, var: 0.003237","mean: 0.222595, var: 0.003895",3.524277464854447,0.24587924089867977,3.2783982239557674,High
ENSP00000358932,"mean: 0.441748, var: 0.002405","mean: 0.413965, var: 0.001424","mean: 0.319727, var: 0.001876","mean: 0.166487, var: 0.008288","mean: 0.250928, var: 0.001418","mean: 0.497266, var: 0.025862","mean: 0.037053, var: 0.001249","mean: 0.450879, var: 0.001625","mean: 0.275610, var: 0.003155","mean: 0.286047, var: 0.008294","mean: 0.444214, var: 0.044138",3.6383475213492558,0.3936018487318171,3.2447456726174386,High
ENSP00000311486,"mean: 0.294238, var: 0.003559","mean: 0.529492, var: 0.005639","mean: 0.484180, var: 0.001437","mean: 0.184192, var: 0.006523","mean: 0.265210, var: 0.010761","mean: 0.394385, var: 0.003321","mean: 0.017724, var: 0.000330","mean: 0.254004, var: 0.005114","mean: 0.347534, var: 0.018462","mean: 0.338428, var: 0.007913","mean: 0.073576, var: 0.004636",3.4238922154140212,0.32575581427613703,3.098136401137884,High
ENSP00000489696,"mean: 0.276514, var: 0.001468","mean: 0.482031, var: 0.007323","mean: 0.468652, var: 0.006864","mean: 0.174731, var: 0.003440","mean: 0.149280, var: 0.002672","mean: 0.409253, var: 0.035196","mean: 0.115878, var: 0.007173","mean: 0.091187, var: 0.001342","mean: 0.079364, var: 0.001330","mean: 0.145270, var: 0.011328","mean: 0.283923, var: 0.017687",3.323710692933038,0.4081431515879831,2.915567541345055,High
ENSP00000477967,"mean: 0.572949, var: 0.009601","mean: 0.305908, var: 0.000625","mean: 0.234741, var: 0.000934","mean: 0.226135, var: 0.007925","mean: 0.237964, var: 0.003425","mean: 0.613086, var: 0.003890","mean: 0.041333, var: 0.001141","mean: 0.297241, var: 0.010149","mean: 0.153735, var: 0.001073","mean: 0.230908, var: 0.002388","mean: 0.579980, var: 0.019805",3.433992272900506,0.2888368359617257,3.14515543693878,High
ENSP00000307260,"mean: 0.688379, var: 0.008800","mean: 0.243921, var: 0.000048","mean: 0.256104, var: 0.002233","mean: 0.100073, var: 0.004306","mean: 0.274292, var: 0.002794","mean: 0.294263, var: 0.008501","mean: 0.043524, var: 0.000470","mean: 0.679199, var: 0.020250","mean: 0.267236, var: 0.002379","mean: 0.367822, var: 0.006006","mean: 0.134045, var: 0.002607",3.2842643384575214,0.2793476693445541,3.0049166691129674,High
ENSP00000497692,"mean: 0.298975, var: 0.001718","mean: 0.515039, var: 0.000698","mean: 0.446436, var: 0.004841","mean: 0.145837, var: 0.000283","mean: 0.200073, var: 0.001212","mean: 0.237109, var: 0.001687","mean: 0.018414, var: 0.000265","mean: 0.344873, var: 0.012839","mean: 0.356812, var: 0.013928","mean: 0.403467, var: 0.012331","mean: 0.043433, var: 0.002091",3.3175644810690916,0.2477666579889109,3.069797823080181,High
ENSP00000275072,"mean: 0.140662, var: 0.001753","mean: 0.637695, var: 0.010842","mean: 0.323779, var: 0.001169","mean: 0.441650, var: 0.003077","mean: 0.230151, var: 0.014203","mean: 0.263782, var: 0.028401","mean: 0.016769, var: 0.000248","mean: 0.256689, var: 0.004181","mean: 0.265845, var: 0.012322","mean: 0.167810, var: 0.002296","mean: 0.192316, var: 0.010312",3.3648751732867948,0.38769232595938247,2.9771828473274122,High
ENSP00000432878,"mean: 0.442529, var: 0.009039","mean: 0.633789, var: 0.002053","mean: 0.317236, var: 0.004848","mean: 0.217041, var: 0.000796","mean: 0.434131, var: 0.006027","mean: 0.471338, var: 0.003806","mean: 0.170020, var: 0.000953","mean: 0.268384, var: 0.007829","mean: 0.190454, var: 0.008782","mean: 0.546582, var: 0.005717","mean: 0.200378, var: 0.005784",3.684759611742975,0.28428554567327674,3.400474066069698,High
ENSP00000414103,"mean: 0.534131, var: 0.007282","mean: 0.517236, var: 0.003873","mean: 0.347607, var: 0.000340","mean: 0.160779, var: 0.002159","mean: 0.308154, var: 0.000350","mean: 0.382861, var: 0.005467","mean: 0.053137, var: 0.000504","mean: 0.615625, var: 0.020169","mean: 0.420605, var: 0.001196","mean: 0.665918, var: 0.001172","mean: 0.231165, var: 0.012592",3.4956408788767908,0.2581913616054907,3.2374495172713003,High
ENSP00000446242,"mean: 0.392603, var: 0.009709","mean: 0.376318, var: 0.004678","mean: 0.387744, var: 0.001159","mean: 0.269702, var: 0.004809","mean: 0.206982, var: 0.001800","mean: 0.673730, var: 0.002848","mean: 0.026996, var: 0.000726","mean: 0.309253, var: 0.003431","mean: 0.195996, var: 0.001609","mean: 0.362378, var: 0.009226","mean: 0.250208, var: 0.028676",3.5420734912602687,0.31180692013211103,3.2302665711281575,High
ENSP00000445481,"mean: 0.350244, var: 0.003937","mean: 0.529834, var: 0.003693","mean: 0.481348, var: 0.002537","mean: 0.192798, var: 0.002718","mean: 0.288379, var: 0.015506","mean: 0.365381, var: 0.002555","mean: 0.023035, var: 0.000529","mean: 0.202197, var: 0.003488","mean: 0.500708, var: 0.032657","mean: 0.423730, var: 0.008526","mean: 0.065392, var: 0.004955",3.398387741804737,0.3559670419980244,3.0424206998067125,High
ENSP00000335060,"mean: 0.273462, var: 0.002743","mean: 0.700977, var: 0.011527","mean: 0.225940, var: 0.004977","mean: 0.144647, var: 0.005826","mean: 0.231030, var: 0.002860","mean: 0.623975, var: 0.011810","mean: 0.014884, var: 0.000388","mean: 0.174280, var: 0.003817","mean: 0.287939, var: 0.011218","mean: 0.370190, var: 0.009471","mean: 0.279492, var: 0.022199",3.3019237142873417,0.39649633476169394,2.905427379525648,High
ENSP00000385529,"mean: 0.412061, var: 0.010321","mean: 0.539062, var: 0.002884","mean: 0.373633, var: 0.003823","mean: 0.035342, var: 0.000546","mean: 0.385303, var: 0.021114","mean: 0.318823, var: 0.005403","mean: 0.051466, var: 0.002184","mean: 0.101721, var: 0.001064","mean: 0.246021, var: 0.004467","mean: 0.334033, var: 0.002602","mean: 0.259619, var: 0.014267",3.3628859288172053,0.3200697007449215,3.042816228072284,High
ENSP00000413963,"mean: 0.186597, var: 0.002114","mean: 0.471436, var: 0.003937","mean: 0.517041, var: 0.003170","mean: 0.459082, var: 0.011686","mean: 0.120459, var: 0.001919","mean: 0.310815, var: 0.009215","mean: 0.070433, var: 0.002474","mean: 0.075128, var: 0.000949","mean: 0.205493, var: 0.010835","mean: 0.126208, var: 0.004084","mean: 0.497577, var: 0.097498",3.2994210475275816,0.4801655685705648,2.819255478957017,High
ENSP00000502859,"mean: 0.574072, var: 0.002900","mean: 0.346729, var: 0.002351","mean: 0.157654, var: 0.001776","mean: 0.215967, var: 0.004333","mean: 0.199121, var: 0.000622","mean: 0.545410, var: 0.003264","mean: 0.261951, var: 0.009977","mean: 0.371533, var: 0.007271","mean: 0.206689, var: 0.001807","mean: 0.229321, var: 0.000589","mean: 0.292505, var: 0.006823",3.7019943956487564,0.2208639537971735,3.481130441851583,High
ENSP00000468290,"mean: 0.312842, var: 0.010304","mean: 0.507471, var: 0.005385","mean: 0.518555, var: 0.002699","mean: 0.298779, var: 0.009390","mean: 0.180811, var: 0.001147","mean: 0.483984, var: 0.008584","mean: 0.005330, var: 0.000049","mean: 0.284180, var: 0.006527","mean: 0.208618, var: 0.001643","mean: 0.441260, var: 0.013746","mean: 0.100073, var: 0.002026",3.373469010675084,0.29902613519897586,3.074442875476108,High
ENSP00000387119,"mean: 0.207324, var: 0.001017","mean: 0.515869, var: 0.004694","mean: 0.447559, var: 0.000680","mean: 0.306323, var: 0.003761","mean: 0.226343, var: 0.001679","mean: 0.314038, var: 0.008565","mean: 0.036192, var: 0.000910","mean: 0.099683, var: 0.001467","mean: 0.282251, var: 0.005527","mean: 0.130762, var: 0.002990","mean: 0.367212, var: 0.029974",3.4308083254189983,0.2768202497654577,3.1539880756535403,High
ENSP00000496818,"mean: 0.283374, var: 0.001217","mean: 0.501465, var: 0.008238","mean: 0.335986, var: 0.001879","mean: 0.279956, var: 0.007375","mean: 0.248535, var: 0.002842","mean: 0.424438, var: 0.013856","mean: 0.197705, var: 0.002047","mean: 0.260864, var: 0.014146","mean: 0.221045, var: 0.003688","mean: 0.226831, var: 0.001894","mean: 0.206763, var: 0.014850",3.8031361518462763,0.3396244241381148,3.4635117277081617,High
ENSP00000486676,"mean: 0.595410, var: 0.014630","mean: 0.245923, var: 0.000259","mean: 0.220142, var: 0.000617","mean: 0.182007, var: 0.006580","mean: 0.176880, var: 0.000392","mean: 0.622119, var: 0.009062","mean: 0.043344, var: 0.001047","mean: 0.571436, var: 0.017906","mean: 0.226416, var: 0.002000","mean: 0.280420, var: 0.003365","mean: 0.425928, var: 0.047941",3.4108332363726017,0.40370543969272177,3.00712779667988,High
ENSP00000393970,"mean: 0.236084, var: 0.002221","mean: 0.602441, var: 0.003441","mean: 0.532715, var: 0.002845","mean: 0.213098, var: 0.005204","mean: 0.163855, var: 0.002148","mean: 0.362646, var: 0.004557","mean: 0.199585, var: 0.003926","mean: 0.314941, var: 0.001770","mean: 0.178857, var: 0.006235","mean: 0.250305, var: 0.005163","mean: 0.087550, var: 0.011379",3.528530177093839,0.25764971273552406,3.270880464358315,High
ENSP00000499274,"mean: 0.175269, var: 0.000472","mean: 0.406348, var: 0.002357","mean: 0.589063, var: 0.003488","mean: 0.281299, var: 0.011229","mean: 0.110095, var: 0.001066","mean: 0.302612, var: 0.010410","mean: 0.184290, var: 0.010865","mean: 0.301709, var: 0.004923","mean: 0.139233, var: 0.000811","mean: 0.361890, var: 0.008817","mean: 0.050719, var: 0.005671",3.4110842650712687,0.29494870940760126,3.1161355556636674,High
ENSP00000343717,"mean: 0.297070, var: 0.001697","mean: 0.509814, var: 0.006368","mean: 0.298071, var: 0.012310","mean: 0.222229, var: 0.010168","mean: 0.112976, var: 0.000489","mean: 0.556543, var: 0.011601","mean: 0.125912, var: 0.006997","mean: 0.292627, var: 0.012306","mean: 0.290405, var: 0.004976","mean: 0.372803, var: 0.001250","mean: 0.621338, var: 0.032577",3.614691856658751,0.4343687198099784,3.1803231368487728,High
ENSP00000225576,"mean: 0.617188, var: 0.006165","mean: 0.263452, var: 0.001216","mean: 0.313623, var: 0.000883","mean: 0.083557, var: 0.002619","mean: 0.184204, var: 0.000059","mean: 0.261133, var: 0.002630","mean: 0.064564, var: 0.002826","mean: 0.554541, var: 0.005841","mean: 0.287793, var: 0.005242","mean: 0.517236, var: 0.007791","mean: 0.120532, var: 0.004740",3.340925905794557,0.21486276444776403,3.126063141346793,High
ENSP00000280056,"mean: 0.297021, var: 0.001594","mean: 0.469971, var: 0.008715","mean: 0.480908, var: 0.003331","mean: 0.256592, var: 0.005595","mean: 0.110168, var: 0.000888","mean: 0.547510, var: 0.004724","mean: 0.066354, var: 0.002612","mean: 0.214343, var: 0.005078","mean: 0.120984, var: 0.002278","mean: 0.177222, var: 0.005962","mean: 0.301971, var: 0.021772",3.423245903002533,0.3012421126012239,3.122003790401309,High
ENSP00000436775,"mean: 0.214502, var: 0.000962","mean: 0.530371, var: 0.005099","mean: 0.497119, var: 0.001892","mean: 0.102563, var: 0.003680","mean: 0.205786, var: 0.002880","mean: 0.480127, var: 0.005749","mean: 0.018189, var: 0.000235","mean: 0.240601, var: 0.003857","mean: 0.233447, var: 0.002671","mean: 0.156653, var: 0.001353","mean: 0.253439, var: 0.020299",3.3187137121592496,0.2398740579864581,3.0788396541727914,High
ENSP00000407970,"mean: 0.195972, var: 0.003282","mean: 0.618555, var: 0.007416","mean: 0.299756, var: 0.002806","mean: 0.159262, var: 0.005804","mean: 0.228540, var: 0.006188","mean: 0.469141, var: 0.019526","mean: 0.022126, var: 0.000774","mean: 0.313550, var: 0.023334","mean: 0.180225, var: 0.003995","mean: 0.214111, var: 0.012616","mean: 0.629980, var: 0.028772",3.3405642623125544,0.4823916139208905,2.858172648391664,High
ENSP00000411565,"mean: 0.305908, var: 0.000950","mean: 0.416992, var: 0.010220","mean: 0.546191, var: 0.003515","mean: 0.221777, var: 0.003884","mean: 0.127466, var: 0.002049","mean: 0.495605, var: 0.003992","mean: 0.088246, var: 0.002510","mean: 0.161700, var: 0.004754","mean: 0.087946, var: 0.000963","mean: 0.170129, var: 0.004203","mean: 0.248212, var: 0.016446",3.3717471349434565,0.2673039412398023,3.1044431937036543,High
ENSP00000281703,"mean: 0.238452, var: 0.008463","mean: 0.655078, var: 0.005380","mean: 0.400439, var: 0.008780","mean: 0.335620, var: 0.015674","mean: 0.185083, var: 0.002662","mean: 0.356250, var: 0.005860","mean: 0.073428, var: 0.000816","mean: 0.231958, var: 0.003482","mean: 0.181067, var: 0.002020","mean: 0.260742, var: 0.009544","mean: 0.059758, var: 0.003894",3.390735928125336,0.32515419028824066,3.0655817378370953,High
ENSP00000476193,"mean: 0.323926, var: 0.018042","mean: 0.672461, var: 0.002725","mean: 0.164429, var: 0.000296","mean: 0.383203, var: 0.018342","mean: 0.247253, var: 0.025852","mean: 0.454883, var: 0.005387","mean: 0.099152, var: 0.006001","mean: 0.347119, var: 0.010307","mean: 0.289429, var: 0.010149","mean: 0.259668, var: 0.002854","mean: 0.110635, var: 0.011506",3.549171618012273,0.47945307023059724,3.069718547781676,High
ENSP00000378638,"mean: 0.336572, var: 0.011196","mean: 0.466260, var: 0.006147","mean: 0.431738, var: 0.001710","mean: 0.341589, var: 0.016636","mean: 0.179688, var: 0.002171","mean: 0.665918, var: 0.004264","mean: 0.027291, var: 0.000931","mean: 0.341357, var: 0.005496","mean: 0.238184, var: 0.002805","mean: 0.350854, var: 0.003041","mean: 0.277539, var: 0.009303",3.561147158179205,0.30993357678301764,3.251213581396187,High
ENSP00000364373,"mean: 0.202979, var: 0.001297","mean: 0.447607, var: 0.004269","mean: 0.419775, var: 0.004870","mean: 0.449805, var: 0.003621","mean: 0.143652, var: 0.000367","mean: 0.424902, var: 0.004123","mean: 0.172314, var: 0.002919","mean: 0.164600, var: 0.002586","mean: 0.261719, var: 0.007740","mean: 0.304395, var: 0.003247","mean: 0.164075, var: 0.011868",3.6590628684834767,0.24504840431549585,3.414014464167981,High
ENSP00000380612,"mean: 0.224658, var: 0.003376","mean: 0.646436, var: 0.014191","mean: 0.505225, var: 0.002097","mean: 0.229297, var: 0.005051","mean: 0.199426, var: 0.007323","mean: 0.410864, var: 0.023485","mean: 0.062438, var: 0.002075","mean: 0.212085, var: 0.003589","mean: 0.092401, var: 0.001295","mean: 0.240405, var: 0.003616","mean: 0.104074, var: 0.015324",3.2874170985491364,0.3693446787288707,2.9180724198202657,High
ENSP00000378580,"mean: 0.328857, var: 0.002451","mean: 0.469824, var: 0.003419","mean: 0.390625, var: 0.002191","mean: 0.412549, var: 0.003276","mean: 0.227173, var: 0.002692","mean: 0.490820, var: 0.003639","mean: 0.029572, var: 0.000398","mean: 0.326904, var: 0.000495","mean: 0.326709, var: 0.008882","mean: 0.379541, var: 0.003902","mean: 0.113574, var: 0.004836",3.588949591370917,0.1989289961393573,3.39002059523156,High
ENSP00000507949,"mean: 0.251489, var: 0.003545","mean: 0.462549, var: 0.005334","mean: 0.348706, var: 0.007058","mean: 0.404687, var: 0.001693","mean: 0.084598, var: 0.001537","mean: 0.597266, var: 0.001129","mean: 0.185217, var: 0.004089","mean: 0.166870, var: 0.003985","mean: 0.191064, var: 0.003811","mean: 0.172656, var: 0.007107","mean: 0.278552, var: 0.022056",3.5406476207156183,0.2963145224131277,3.2443330983024907,High
ENSP00000483433,"mean: 0.405566, var: 0.002142","mean: 0.381543, var: 0.008929","mean: 0.396191, var: 0.011072","mean: 0.449854, var: 0.025288","mean: 0.124884, var: 0.002097","mean: 0.343677, var: 0.009833","mean: 0.026119, var: 0.001022","mean: 0.376514, var: 0.009355","mean: 0.120929, var: 0.002201","mean: 0.286963, var: 0.011135","mean: 0.100694, var: 0.008621",3.394544501923799,0.411804664484421,2.9827398374393783,High
ENSP00000480632,"mean: 0.228882, var: 0.005317","mean: 0.349414, var: 0.006122","mean: 0.440869, var: 0.020844","mean: 0.143774, var: 0.009152","mean: 0.108929, var: 0.003056","mean: 0.359033, var: 0.021649","mean: 0.022342, var: 0.000756","mean: 0.383984, var: 0.018471","mean: 0.196289, var: 0.003993","mean: 0.242834, var: 0.044222","mean: 0.129419, var: 0.003734",3.334482969355069,0.5433549268573641,2.791128042497705,High
ENSP00000430870,"mean: 0.257690, var: 0.000256","mean: 0.499268, var: 0.002625","mean: 0.495117, var: 0.001594","mean: 0.246985, var: 0.005758","mean: 0.224829, var: 0.004041","mean: 0.382812, var: 0.012077","mean: 0.030752, var: 0.000769","mean: 0.295557, var: 0.005860","mean: 0.152808, var: 0.002464","mean: 0.246240, var: 0.005748","mean: 0.174902, var: 0.006443",3.4972069404752784,0.24587817084943045,3.251328769625848,High
ENSP00000300145,"mean: 0.260547, var: 0.001101","mean: 0.437842, var: 0.006447","mean: 0.285547, var: 0.001271","mean: 0.748437, var: 0.003201","mean: 0.161987, var: 0.001987","mean: 0.487939, var: 0.011992","mean: 0.043324, var: 0.001464","mean: 0.307910, var: 0.007361","mean: 0.212695, var: 0.005705","mean: 0.200793, var: 0.003969","mean: 0.293994, var: 0.004691",3.4419911396763196,0.25457011404207236,3.1874210256342472,High
ENSP00000259030,"mean: 0.489111, var: 0.009804","mean: 0.268359, var: 0.000397","mean: 0.383789, var: 0.000355","mean: 0.277612, var: 0.010195","mean: 0.198169, var: 0.000885","mean: 0.333008, var: 0.004943","mean: 0.018697, var: 0.000124","mean: 0.542383, var: 0.009813","mean: 0.294287, var: 0.009619","mean: 0.292676, var: 0.000668","mean: 0.118530, var: 0.002023",3.4916267327810497,0.23908599594950936,3.2525407368315404,High
ENSP00000323571,"mean: 0.396191, var: 0.007902","mean: 0.287622, var: 0.001691","mean: 0.275391, var: 0.000509","mean: 0.428955, var: 0.017659","mean: 0.141357, var: 0.001453","mean: 0.444434, var: 0.010549","mean: 0.126263, var: 0.002319","mean: 0.344360, var: 0.004267","mean: 0.147668, var: 0.001247","mean: 0.212695, var: 0.000916","mean: 0.156396, var: 0.005824",3.610662694466594,0.2637674630278886,3.3468952314387055,High
ENSP00000430946,"mean: 0.176660, var: 0.000695","mean: 0.431445, var: 0.006852","mean: 0.539941, var: 0.003310","mean: 0.252466, var: 0.007138","mean: 0.122607, var: 0.001330","mean: 0.295435, var: 0.020160","mean: 0.027986, var: 0.001153","mean: 0.232227, var: 0.002061","mean: 0.211011, var: 0.003883","mean: 0.233594, var: 0.001054","mean: 0.106540, var: 0.005653",3.3124449058025327,0.2594735611065792,3.0529713446959534,High
