ACC,pred_Membrane,pred_Cytoplasm,pred_Nucleus,pred_Extracellular,pred_Cell membrane,pred_Mitochondrion,pred_Plastid,pred_Endoplasmic reticulum,pred_Lysosome/Vacuole,pred_Golgi apparatus,pred_Peroxisome,pred_loc_Membrane,pred_loc_Cytoplasm,pred_loc_Nucleus,pred_loc_Extracellular,pred_loc_Cell membrane,pred_loc_Mitochondrion,pred_loc_Plastid,pred_loc_Endoplasmic reticulum,pred_loc_Lysosome/Vacuole,pred_loc_Golgi apparatus,pred_loc_Peroxisome,true_loc_Membrane,true_loc_Cytoplasm,true_loc_Nucleus,true_loc_Extracellular,true_loc_Cell membrane,true_loc_Mitochondrion,true_loc_Plastid,true_loc_Endoplasmic reticulum,true_loc_Lysosome/Vacuole,true_loc_Golgi apparatus,true_loc_Peroxisome
Q5DW34,0.05834961,0.19433594,0.94921875,0.068359375,0.061767578,0.045410156,0.014526367,0.083984375,0.030639648,0.05493164,0.004333496,False,False,True,False,False,False,False,False,False,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P23025,0.078125,0.3984375,0.66796875,0.17578125,0.064453125,0.09033203,0.0021209717,0.04272461,0.06933594,0.12158203,0.0004043579,False,False,True,False,False,False,False,False,False,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q32PI5,0.4296875,0.734375,0.4140625,0.0154418945,0.34765625,0.15625,0.0019836426,0.24316406,0.21484375,0.3828125,0.020996094,False,True,False,False,False,False,False,False,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P30153,0.42578125,0.73828125,0.4140625,0.0154418945,0.34960938,0.15527344,0.0019836426,0.24316406,0.21191406,0.38085938,0.020629883,False,True,False,False,False,False,False,False,False,False,False,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
A6NHR9,0.11767578,0.484375,0.63671875,0.024780273,0.13867188,0.091308594,0.05419922,0.11279297,0.10498047,0.20019531,0.0046081543,False,True,True,False,False,False,False,False,False,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q60415,0.16601562,0.60546875,0.421875,0.032470703,0.05102539,0.17480469,0.003479004,0.23339844,0.06347656,0.3359375,0.053466797,False,True,False,False,False,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
P40855,0.18554688,0.578125,0.421875,0.02758789,0.05493164,0.18554688,0.0024719238,0.26953125,0.061035156,0.37109375,0.083984375,False,True,False,False,False,False,False,False,False,False,False,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Q7XVN7,0.9375,0.13867188,0.17285156,0.03515625,0.34765625,0.09667969,0.032470703,0.875,0.55078125,0.75,0.025512695,True,False,False,False,False,False,False,True,True,True,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Q53H96,0.103515625,0.64453125,0.44921875,0.072753906,0.106933594,0.421875,0.008850098,0.08251953,0.08154297,0.32226562,0.018310547,False,True,False,False,False,False,False,False,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8TCE6,0.359375,0.71484375,0.43945312,0.078125,0.18847656,0.21777344,0.0066833496,0.119140625,0.49023438,0.39648438,0.0013656616,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Q9D023,0.8984375,0.13378906,0.044677734,0.037353516,0.22363281,0.78515625,0.027954102,0.8125,0.375,0.61328125,0.63671875,True,False,False,False,False,True,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Q6AXT5,0.6796875,0.50390625,0.49804688,0.041992188,0.73828125,0.14257812,0.0039367676,0.20703125,0.17773438,0.43554688,0.003829956,True,True,False,False,True,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
P35282,0.6953125,0.4765625,0.49609375,0.037353516,0.73828125,0.16113281,0.0037078857,0.22363281,0.17285156,0.45117188,0.003479004,True,True,False,False,True,False,False,False,False,False,False,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
Q9UL25,0.69921875,0.46484375,0.51171875,0.040283203,0.76171875,0.14746094,0.0031738281,0.2421875,0.17480469,0.45507812,0.003829956,True,True,False,False,True,False,False,False,False,False,False,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
Q9SN68,0.6953125,0.59375,0.44140625,0.016357422,0.75,0.18554688,0.0032806396,0.22167969,0.106933594,0.359375,0.0073547363,True,True,False,False,True,False,False,False,False,False,False,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Q8NEY3,0.22363281,0.79296875,0.26953125,0.016967773,0.21582031,0.12109375,0.0061035156,0.17480469,0.09277344,0.25195312,0.010009766,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P62070,0.578125,0.49414062,0.47460938,0.022583008,0.7265625,0.15039062,0.0030822754,0.21582031,0.38671875,0.31835938,0.036132812,True,True,False,False,True,False,False,False,False,False,False,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Q96EL3,0.16699219,0.20214844,0.2109375,0.014953613,0.03173828,0.9609375,0.072753906,0.024047852,0.06542969,0.075683594,0.026000977,False,False,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Q2HJF1,0.15722656,0.22265625,0.18359375,0.017456055,0.03173828,0.96875,0.07910156,0.026733398,0.061035156,0.095214844,0.028442383,False,False,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
P0C2C0,0.359375,0.13183594,0.10253906,0.036132812,0.053466797,0.98828125,0.048828125,0.140625,0.036132812,0.051757812,0.17871094,False,False,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Q9FK07,0.31054688,0.09277344,0.18554688,0.053466797,0.08154297,0.546875,0.90234375,0.071777344,0.07373047,0.05419922,0.09423828,False,False,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
P62877,0.106933594,0.5625,0.7890625,0.020385742,0.08642578,0.12158203,0.02331543,0.39648438,0.24609375,0.6796875,0.0021820068,False,True,True,False,False,False,False,False,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q84W65,0.22558594,0.13183594,0.13183594,0.0390625,0.04736328,0.48632812,0.96484375,0.055908203,0.068359375,0.15039062,0.028442383,False,False,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
O43598,0.18945312,0.75,0.23632812,0.35351562,0.21191406,0.32226562,0.13867188,0.06542969,0.34765625,0.5234375,0.010009766,False,True,False,False,False,False,False,False,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8N335,0.18261719,0.703125,0.6484375,0.071777344,0.25976562,0.28710938,0.06542969,0.053466797,0.027954102,0.09277344,0.041992188,False,True,True,False,False,False,False,False,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q75GT3,0.28320312,0.091308594,0.12597656,0.103515625,0.087402344,0.2421875,0.96875,0.029785156,0.12011719,0.106933594,0.009155273,False,False,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
P78345,0.056640625,0.40820312,0.8046875,0.012023926,0.031982422,0.09814453,0.00491333,0.32226562,0.01977539,0.12158203,0.0011672974,False,False,True,False,False,False,False,False,False,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8NBJ5,0.35742188,0.171875,0.2578125,0.29296875,0.24804688,0.12011719,0.0031738281,0.76171875,0.34375,0.46289062,0.106933594,False,False,False,False,False,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Q9NP92,0.35742188,0.16308594,0.14453125,0.07080078,0.10107422,0.9140625,0.040283203,0.123535156,0.09423828,0.12011719,0.052734375,False,False,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Q96RQ3,0.2734375,0.119140625,0.13964844,0.064453125,0.06738281,0.890625,0.13085938,0.14355469,0.059326172,0.10107422,0.24121094,False,False,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Q9SL05,0.16308594,0.62109375,0.421875,0.26953125,0.14453125,0.2890625,0.12695312,0.06640625,0.05493164,0.07714844,0.012023926,False,True,False,False,False,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
P51787,0.78515625,0.32421875,0.25,0.029785156,0.76171875,0.12597656,0.0005874634,0.21972656,0.41210938,0.29882812,0.01361084,True,False,False,False,True,False,False,False,False,False,False,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Q8CEE0,0.17578125,0.66796875,0.39257812,0.0390625,0.15722656,0.036132812,0.0071105957,0.14257812,0.17480469,0.35351562,0.0029754639,False,True,False,False,False,False,False,False,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q86XR8,0.18554688,0.65234375,0.38867188,0.041992188,0.17773438,0.029296875,0.008850098,0.1328125,0.19335938,0.3984375,0.0033721924,False,True,False,False,False,False,False,False,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P35525,0.8359375,0.20019531,0.25585938,0.037353516,0.59765625,0.18164062,0.0015487671,0.28125,0.55078125,0.45117188,0.010009766,True,False,False,False,True,False,False,False,True,False,False,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q6MWE5,0.80859375,0.14941406,0.12695312,0.14160156,0.19238281,0.49609375,0.012451172,0.53125,0.6171875,0.484375,0.013244629,True,False,False,False,False,False,False,False,True,False,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P49411,0.40429688,0.12988281,0.10986328,0.05419922,0.13183594,0.921875,0.008300781,0.21777344,0.05102539,0.123535156,0.06640625,False,False,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Q9NS69,0.8515625,0.17578125,0.10839844,0.037841797,0.09033203,0.609375,0.13085938,0.55078125,0.11279297,0.34960938,0.2109375,True,False,False,False,False,True,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
A0A1D5PUP4,0.5703125,0.23242188,0.12402344,0.55078125,0.5078125,0.1328125,0.02722168,0.33984375,0.24316406,0.3984375,0.03515625,True,False,False,False,False,False,False,False,False,False,False,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P30048,0.33984375,0.15332031,0.13378906,0.056640625,0.09277344,0.97265625,0.018310547,0.08496094,0.03955078,0.083984375,0.21582031,False,False,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Q9NWU5,0.38671875,0.125,0.10253906,0.033203125,0.059326172,0.984375,0.05419922,0.14550781,0.04272461,0.040771484,0.18164062,False,False,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Q3E991,0.84375,0.17089844,0.16894531,0.06933594,0.7578125,0.099609375,0.022583008,0.359375,0.46875,0.19824219,0.030273438,True,False,False,False,True,False,False,False,False,False,False,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9YHT2,0.24609375,0.19921875,0.17675781,0.045410156,0.080566406,0.84765625,0.005065918,0.106933594,0.091308594,0.111328125,0.064453125,False,False,False,False,False,True,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Q9BX68,0.22265625,0.1796875,0.140625,0.111328125,0.07910156,0.90234375,0.033691406,0.07910156,0.083984375,0.13183594,0.26171875,False,False,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Q86U28,0.25195312,0.18359375,0.1328125,0.057373047,0.06738281,0.875,0.025146484,0.122558594,0.07714844,0.12988281,0.20605469,False,False,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Q05397,0.54296875,0.68359375,0.34570312,0.03564453,0.578125,0.15039062,0.0015945435,0.099609375,0.50390625,0.29101562,0.0014572144,True,True,False,False,True,False,False,False,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q00944,0.51171875,0.671875,0.37890625,0.040771484,0.546875,0.15332031,0.0016479492,0.103515625,0.5390625,0.30078125,0.0011367798,True,True,False,False,True,False,False,False,True,False,False,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q5SUQ9,0.29101562,0.3515625,0.6875,0.036865234,0.095214844,0.38671875,0.0024719238,0.41992188,0.078125,0.16992188,0.025512695,False,False,True,False,False,False,False,False,False,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9WUF3,0.05029297,0.3671875,0.9296875,0.02331543,0.051757812,0.061767578,0.0044555664,0.060058594,0.037353516,0.034179688,0.010314941,False,False,True,False,False,False,False,False,False,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8TDD1,0.03466797,0.18945312,0.91015625,0.12988281,0.029296875,0.111328125,0.002319336,0.055908203,0.030273438,0.052734375,0.0019302368,False,False,True,False,False,False,False,False,False,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9C658,0.11767578,0.6171875,0.80859375,0.14453125,0.08642578,0.07714844,0.010681152,0.14648438,0.049560547,0.12890625,0.010314941,False,True,True,False,False,False,False,False,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9CZ91,0.017944336,0.30078125,0.86328125,0.044677734,0.008850098,0.08251953,0.0016479492,0.061767578,0.059326172,0.071777344,0.0018692017,False,False,True,False,False,False,False,False,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q95250,0.6875,0.37695312,0.13183594,0.03112793,0.10107422,0.24902344,0.014526367,0.75390625,0.15917969,0.19824219,0.18359375,True,False,False,False,False,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
O55022,0.703125,0.36132812,0.12988281,0.03173828,0.10253906,0.24609375,0.01361084,0.7578125,0.16308594,0.19433594,0.18164062,True,False,False,False,False,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Q91XT6,0.4453125,0.65625,0.41210938,0.014038086,0.390625,0.23339844,0.021972656,0.12597656,0.34179688,0.14453125,0.0061035156,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q6P5D8,0.119140625,0.51953125,0.6875,0.020996094,0.16796875,0.095214844,0.043945312,0.09033203,0.06542969,0.125,0.0015029907,False,True,True,False,False,False,False,False,False,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8CF90,0.17578125,0.46875,0.86328125,0.053466797,0.18847656,0.122558594,0.00016880035,0.048095703,0.18847656,0.12695312,0.009399414,False,True,True,False,False,False,False,False,False,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8NHW3,0.18457031,0.46679688,0.86328125,0.057373047,0.18847656,0.12988281,0.00014019012,0.05029297,0.20898438,0.13964844,0.010986328,False,True,True,False,False,False,False,False,False,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D3ZNT6,0.17578125,0.4609375,0.8671875,0.05029297,0.18554688,0.12158203,0.00017929077,0.048095703,0.18359375,0.12597656,0.009399414,False,False,True,False,False,False,False,False,False,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P69682,0.44726562,0.6015625,0.28320312,0.012451172,0.14550781,0.06298828,0.0018081665,0.10107422,0.6328125,0.51953125,0.0078125,True,True,False,False,False,False,False,False,True,False,False,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9CR95,0.453125,0.59375,0.29296875,0.010681152,0.15039062,0.059326172,0.0016479492,0.10498047,0.6484375,0.53125,0.0075683594,True,True,False,False,False,False,False,False,True,False,False,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P54842,0.18847656,0.43554688,0.8125,0.049560547,0.1640625,0.10498047,0.00017929077,0.06738281,0.16308594,0.15625,0.0075683594,False,False,True,False,False,False,False,False,False,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P54841,0.18359375,0.43359375,0.81640625,0.048828125,0.16210938,0.10498047,0.00019073486,0.064453125,0.16113281,0.15332031,0.0075683594,False,False,True,False,False,False,False,False,False,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9FIK0,0.35351562,0.68359375,0.36328125,0.025512695,0.18261719,0.3984375,0.028442383,0.15136719,0.25976562,0.15136719,0.003479004,False,True,False,False,False,False,False,False,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8N766,0.86328125,0.103515625,0.13378906,0.040283203,0.19921875,0.08251953,0.012023926,0.8359375,0.5703125,0.55859375,0.095214844,True,False,False,False,False,False,False,True,True,False,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
P0DQJ0,0.095214844,0.080566406,0.10498047,0.9140625,0.09423828,0.016357422,0.07373047,0.123535156,0.12695312,0.10498047,0.0015945435,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P28288,0.83984375,0.10253906,0.12158203,0.05102539,0.11279297,0.734375,0.0078125,0.63671875,0.13085938,0.38671875,0.5546875,True,False,False,False,False,True,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Q9Y4X0,0.106933594,0.55078125,0.82421875,0.080566406,0.119140625,0.26953125,0.002319336,0.080566406,0.11767578,0.053466797,0.0022583008,False,True,True,False,False,False,False,False,False,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O15173,0.5859375,0.33203125,0.24609375,0.044677734,0.14648438,0.33789062,0.043945312,0.58203125,0.15820312,0.16796875,0.11279297,True,False,False,False,False,False,False,False,False,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Q8N668,0.123535156,0.80078125,0.52734375,0.099609375,0.099609375,0.2578125,0.009399414,0.115722656,0.17578125,0.22558594,0.014953613,False,True,False,False,False,False,False,False,False,False,False,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Q9UL63,0.16699219,0.67578125,0.62890625,0.052734375,0.15039062,0.17675781,0.003479004,0.07714844,0.21582031,0.15332031,0.01977539,False,True,True,False,False,False,False,False,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q99PV3,0.16699219,0.67578125,0.6328125,0.05029297,0.14746094,0.17871094,0.0032806396,0.07910156,0.21289062,0.15625,0.021240234,False,True,True,False,False,False,False,False,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O89050,0.16796875,0.6640625,0.62890625,0.04736328,0.14160156,0.17773438,0.0037078857,0.08251953,0.21582031,0.1484375,0.02722168,False,True,True,False,False,False,False,False,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
