ACC,pred_Membrane,pred_Cytoplasm,pred_Nucleus,pred_Extracellular,pred_Cell membrane,pred_Mitochondrion,pred_Plastid,pred_Endoplasmic reticulum,pred_Lysosome/Vacuole,pred_Golgi apparatus,pred_Peroxisome,pred_loc_Membrane,pred_loc_Cytoplasm,pred_loc_Nucleus,pred_loc_Extracellular,pred_loc_Cell membrane,pred_loc_Mitochondrion,pred_loc_Plastid,pred_loc_Endoplasmic reticulum,pred_loc_Lysosome/Vacuole,pred_loc_Golgi apparatus,pred_loc_Peroxisome,true_loc_Membrane,true_loc_Cytoplasm,true_loc_Nucleus,true_loc_Extracellular,true_loc_Cell membrane,true_loc_Mitochondrion,true_loc_Plastid,true_loc_Endoplasmic reticulum,true_loc_Lysosome/Vacuole,true_loc_Golgi apparatus,true_loc_Peroxisome
Q8TBC3,0.35742188,0.546875,0.51171875,0.029296875,0.34375,0.17773438,0.0008277893,0.36132812,0.29492188,0.15820312,0.0015945435,False,True,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
O75489,0.26171875,0.1875,0.09033203,0.06640625,0.12988281,0.9609375,0.020996094,0.071777344,0.10839844,0.15136719,0.03564453,False,False,False,False,False,True,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Q96BY9,0.64453125,0.20703125,0.25585938,0.17578125,0.25585938,0.15332031,0.02758789,0.83203125,0.42578125,0.31445312,0.031982422,True,False,False,False,False,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Q9JIF0,0.1875,0.63671875,0.65234375,0.020996094,0.2578125,0.115722656,0.0011672974,0.020019531,0.078125,0.31640625,0.0015029907,False,True,True,False,False,False,False,False,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q99873,0.17773438,0.62890625,0.65625,0.020996094,0.24609375,0.115722656,0.0010986328,0.01977539,0.075683594,0.3125,0.001411438,False,True,True,False,False,False,False,False,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q63009,0.19726562,0.6328125,0.67578125,0.016967773,0.265625,0.10839844,0.0015029907,0.018554688,0.06738281,0.3125,0.0014572144,False,True,True,False,False,False,False,False,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q99567,0.38867188,0.42773438,0.5703125,0.008605957,0.36328125,0.15332031,0.0003452301,0.2734375,0.17089844,0.13378906,0.00019073486,False,False,True,False,False,False,False,False,False,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9SSA5,0.48828125,0.08251953,0.12695312,0.04663086,0.07714844,0.1796875,0.95703125,0.099609375,0.087402344,0.16796875,0.0154418945,True,False,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Q6ZRP7,0.6875,0.19042969,0.16796875,0.16308594,0.359375,0.07470703,0.0022583008,0.75390625,0.44140625,0.47070312,0.13769531,True,False,False,False,False,False,False,True,False,False,False,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q640Z6,0.265625,0.28320312,0.9296875,0.014526367,0.037841797,0.16210938,0.0002784729,0.03515625,0.0154418945,0.08886719,0.029785156,False,False,True,False,False,False,False,False,False,False,False,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B5DEL3,0.29492188,0.37109375,0.18945312,0.1796875,0.28710938,0.15722656,0.008300781,0.3515625,0.18847656,0.29296875,0.06542969,False,False,False,False,False,False,False,False,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C7IVR4-4,0.052734375,0.39257812,0.76953125,0.09277344,0.0075683594,0.05493164,0.00491333,0.064453125,0.014953613,0.036865234,0.004058838,False,False,True,False,False,False,False,False,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P18146,0.056640625,0.36328125,0.9375,0.0154418945,0.087402344,0.08251953,0.0021209717,0.044677734,0.05419922,0.031982422,0.004333496,False,False,True,False,False,False,False,False,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P08046,0.05834961,0.36132812,0.94140625,0.017456055,0.09423828,0.08496094,0.002319336,0.041992188,0.05493164,0.02758789,0.00491333,False,False,True,False,False,False,False,False,False,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q96C12,0.28710938,0.73046875,0.44140625,0.044677734,0.28710938,0.1796875,0.0044555664,0.515625,0.41992188,0.6015625,0.000667572,False,True,False,False,False,False,False,False,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P08503,0.26953125,0.13574219,0.087402344,0.07910156,0.071777344,0.94921875,0.040283203,0.03564453,0.061035156,0.07470703,0.10498047,False,False,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
P11181,0.3359375,0.14355469,0.111328125,0.01361084,0.07714844,0.93359375,0.029296875,0.10498047,0.07470703,0.19433594,0.0154418945,False,False,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Q9NPA0,0.73046875,0.22949219,0.1875,0.05493164,0.3125,0.060058594,0.0075683594,0.8203125,0.12792969,0.23925781,0.049560547,True,False,False,False,False,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Q969N2,0.87109375,0.26171875,0.08154297,0.012451172,0.44335938,0.15820312,0.0016479492,0.9453125,0.32226562,0.5234375,0.056640625,True,False,False,False,False,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Q9NTJ4,0.28125,0.4609375,0.31835938,0.21777344,0.38671875,0.08496094,0.0027160645,0.3984375,0.44335938,0.51171875,0.004058838,False,True,False,False,False,False,False,False,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q91W89,0.296875,0.47460938,0.3359375,0.15039062,0.41601562,0.06933594,0.004058838,0.4375,0.49609375,0.4453125,0.0027160645,False,True,False,False,False,False,False,False,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q5EBP3,0.41601562,0.7578125,0.3671875,0.0390625,0.45507812,0.115722656,0.0075683594,0.44726562,0.34765625,0.52734375,0.00050354004,False,True,False,False,False,False,False,False,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q5VWZ2-2,0.29101562,0.55078125,0.265625,0.28515625,0.11425781,0.49414062,0.03112793,0.43945312,0.1796875,0.2109375,0.103515625,False,True,False,False,False,False,False,False,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q5VWZ2,0.24609375,0.49414062,0.24511719,0.27539062,0.07080078,0.58984375,0.037353516,0.34960938,0.15039062,0.1640625,0.16796875,False,True,False,False,False,False,False,False,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q6VN19,0.19921875,0.6484375,0.73828125,0.025146484,0.095214844,0.028930664,0.00024604797,0.15527344,0.33007812,0.29492188,0.068359375,False,True,True,False,False,False,False,False,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q6VN20,0.1953125,0.64453125,0.71875,0.028442383,0.095214844,0.040283203,0.00014019012,0.15332031,0.359375,0.3046875,0.083984375,False,True,True,False,False,False,False,False,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q02040,0.095214844,0.25195312,0.91015625,0.08154297,0.12695312,0.032470703,0.0029754639,0.087402344,0.005218506,0.020996094,0.00060653687,False,False,True,False,False,False,False,False,False,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P82195,0.25976562,0.09277344,0.12158203,0.0078125,0.037841797,0.203125,0.99609375,0.030639648,0.06298828,0.041503906,0.031982422,False,False,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
P23709,0.26171875,0.17773438,0.08154297,0.064453125,0.13964844,0.94921875,0.026733398,0.05419922,0.11767578,0.17089844,0.03564453,False,False,False,False,False,True,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Q3MHY7,0.24804688,0.13769531,0.14160156,0.030639648,0.14453125,0.98046875,0.004333496,0.02722168,0.068359375,0.033203125,0.014526367,False,False,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Q7Z7H8,0.26367188,0.14746094,0.14257812,0.026733398,0.1484375,0.9765625,0.0031738281,0.03112793,0.06933594,0.031982422,0.010681152,False,False,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Q96AE7,0.26171875,0.41601562,0.21484375,0.16113281,0.25390625,0.15820312,0.0044555664,0.3125,0.16699219,0.27539062,0.05834961,False,False,False,False,False,False,False,False,False,False,False,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9NVX2,0.18261719,0.45117188,0.72265625,0.033203125,0.22949219,0.10498047,0.00047302246,0.033691406,0.064453125,0.03112793,0.25585938,False,True,True,False,False,False,False,False,False,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8R2U2,0.15527344,0.30273438,0.7734375,0.04663086,0.10498047,0.16015625,0.016357422,0.13867188,0.1484375,0.083984375,0.106933594,False,False,True,False,False,False,False,False,False,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9BT78,0.21289062,0.5390625,0.6953125,0.0154418945,0.13574219,0.080566406,0.00088119507,0.19335938,0.3203125,0.3671875,0.00077819824,False,True,True,False,False,False,False,False,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q6T3U3,0.953125,0.09033203,0.13378906,0.018554688,0.8046875,0.04736328,0.00491333,0.54296875,0.37890625,0.56640625,0.08496094,True,False,False,False,True,False,False,False,False,False,False,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q92896,0.86328125,0.13183594,0.20800781,0.39648438,0.32421875,0.078125,0.0061035156,0.484375,0.46679688,0.73046875,0.115722656,True,False,False,False,False,False,False,False,False,True,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
P49406,0.30664062,0.140625,0.12158203,0.103515625,0.12158203,0.9296875,0.026000977,0.080566406,0.1328125,0.12792969,0.016967773,False,False,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Q9SI75,0.35546875,0.07714844,0.099609375,0.020629883,0.06738281,0.30078125,0.98046875,0.05102539,0.07373047,0.059326172,0.061035156,False,False,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Q8IYE1,0.203125,0.765625,0.52734375,0.12695312,0.11425781,0.12988281,0.008056641,0.15039062,0.14453125,0.73046875,0.0007324219,False,True,False,False,False,False,False,False,False,True,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q949M9,0.12695312,0.82421875,0.52734375,0.09667969,0.05419922,0.31054688,0.009399414,0.18847656,0.14257812,0.06347656,0.1796875,False,True,False,False,False,False,False,False,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A8IXB8,0.14941406,0.80078125,0.3828125,0.09277344,0.13183594,0.34960938,0.017944336,0.13867188,0.068359375,0.07470703,0.04736328,False,True,False,False,False,False,False,False,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q96GM8,0.12988281,0.359375,0.62890625,0.10839844,0.049560547,0.1484375,0.0014572144,0.1328125,0.083984375,0.033203125,0.0014572144,False,False,True,False,False,False,False,False,False,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q6TLK4,0.4765625,0.55078125,0.41992188,0.053466797,0.29101562,0.045410156,0.0032806396,0.15820312,0.75,0.40429688,0.0154418945,True,True,False,False,False,False,False,False,True,False,False,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q5VVJ2,0.095214844,0.50390625,0.921875,0.0007324219,0.028442383,0.10986328,0.0013656616,0.12158203,0.122558594,0.021972656,0.0016479492,False,True,True,False,False,False,False,False,False,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8WTS1,0.48242188,0.4609375,0.36914062,0.048828125,0.17578125,0.515625,0.03112793,0.23339844,0.58984375,0.59765625,0.010314941,True,True,False,False,False,False,False,False,True,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9FFQ0,0.14355469,0.703125,0.40039062,0.07714844,0.106933594,0.09814453,0.006286621,0.04272461,0.119140625,0.05102539,0.00970459,False,True,False,False,False,False,False,False,False,False,False,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q14116,0.10839844,0.6328125,0.33984375,0.41992188,0.078125,0.17773438,0.0030822754,0.123535156,0.080566406,0.2421875,0.011352539,False,True,False,False,False,False,False,False,False,False,False,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O60749,0.6953125,0.40039062,0.296875,0.055908203,0.41601562,0.13964844,0.0078125,0.13085938,0.84375,0.55859375,0.008056641,True,False,False,False,False,False,False,False,True,False,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
O08582,0.08496094,0.75,0.6171875,0.037841797,0.15234375,0.21582031,0.0023956299,0.40820312,0.11425781,0.39648438,0.052734375,False,True,True,False,False,False,False,False,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D2XV59,0.08251953,0.7578125,0.6171875,0.036132812,0.140625,0.20214844,0.0028839111,0.45117188,0.09814453,0.3984375,0.055908203,False,True,True,False,False,False,False,False,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q15916,0.04272461,0.265625,0.8984375,0.017456055,0.040771484,0.04736328,0.00050354004,0.02722168,0.018798828,0.057373047,0.0023956299,False,False,True,False,False,False,False,False,False,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q96BP3,0.046142578,0.21289062,0.90234375,0.053466797,0.041503906,0.30859375,0.00026130676,0.08642578,0.022338867,0.03955078,0.0031738281,False,False,True,False,False,False,False,False,False,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O22806,0.09667969,0.2265625,0.890625,0.0061035156,0.083984375,0.011657715,0.00491333,0.019165039,0.25585938,0.18847656,0.012023926,False,False,True,False,False,False,False,False,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9GZS1,0.041992188,0.20019531,0.94140625,0.029296875,0.06347656,0.080566406,0.0008544922,0.04345703,0.011352539,0.017944336,0.00024604797,False,False,True,False,False,False,False,False,False,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q68FY1,0.50390625,0.40234375,0.4375,0.00970459,0.328125,0.21875,0.017456055,0.060058594,0.19335938,0.2109375,0.010986328,True,False,False,False,False,False,False,False,False,False,False,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8NFH5,0.48828125,0.41992188,0.44921875,0.010681152,0.359375,0.19238281,0.022583008,0.071777344,0.22851562,0.24511719,0.0078125,True,False,False,False,False,False,False,False,False,False,False,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9D5S7,0.20019531,0.625,0.4453125,0.10107422,0.19433594,0.21777344,0.0053710938,0.18261719,0.16796875,0.23046875,0.06542969,False,True,False,False,False,False,False,False,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q92499,0.10107422,0.48046875,0.65234375,0.14453125,0.068359375,0.08642578,0.00064468384,0.140625,0.012023926,0.095214844,0.012023926,False,True,True,False,False,False,False,False,False,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O76003,0.17089844,0.7734375,0.5625,0.010009766,0.29882812,0.31054688,0.0016479492,0.50390625,0.578125,0.34570312,0.0015029907,False,True,True,False,False,False,False,False,True,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9CQM9,0.19433594,0.77734375,0.58203125,0.008056641,0.26953125,0.33007812,0.0020446777,0.52734375,0.609375,0.36328125,0.0015487671,False,True,True,False,False,False,False,False,True,False,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q15554,0.13183594,0.26953125,0.84375,0.055908203,0.04663086,0.09667969,0.00033569336,0.14648438,0.11425781,0.08886719,0.0073547363,False,False,True,False,False,False,False,False,False,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O35144,0.14355469,0.30664062,0.8125,0.031982422,0.06738281,0.125,0.00050354004,0.13671875,0.1328125,0.08886719,0.012451172,False,False,True,False,False,False,False,False,False,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9NU63,0.09423828,0.265625,0.8515625,0.061767578,0.06542969,0.15722656,0.0017547607,0.056640625,0.075683594,0.03564453,0.0071105957,False,False,True,False,False,False,False,False,False,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P11310,0.23535156,0.15234375,0.08496094,0.057373047,0.07714844,0.9609375,0.043945312,0.03173828,0.07373047,0.05834961,0.08496094,False,False,False,False,False,True,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Q96B26,0.14550781,0.83984375,0.66015625,0.005218506,0.09423828,0.06640625,0.011657715,0.171875,0.08251953,0.11425781,0.00060653687,False,True,True,False,False,False,False,False,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8BKJ9,0.03955078,0.4609375,0.9296875,0.08154297,0.08154297,0.15332031,0.0015945435,0.10839844,0.052734375,0.04736328,0.00029563904,False,True,True,False,False,False,False,False,False,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9NRC8,0.032470703,0.46484375,0.93359375,0.040283203,0.06933594,0.17089844,0.0026245117,0.11279297,0.05493164,0.055908203,0.00047302246,False,True,True,False,False,False,False,False,False,False,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8IY95,0.7578125,0.19335938,0.23046875,0.05419922,0.65234375,0.07373047,0.0068969727,0.40429688,0.45507812,0.37890625,0.011657715,True,False,False,False,True,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
O15514,0.043945312,0.69140625,0.6171875,0.022949219,0.033203125,0.10253906,0.005218506,0.031982422,0.022949219,0.024414062,0.004333496,False,True,True,False,False,False,False,False,False,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q14807,0.09667969,0.578125,0.71875,0.022338867,0.08886719,0.15332031,0.0010299683,0.106933594,0.075683594,0.09277344,0.0021820068,False,True,True,False,False,False,False,False,False,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P33339,0.095214844,0.38867188,0.703125,0.0073547363,0.03955078,0.07080078,0.0031738281,0.1328125,0.08642578,0.25585938,0.008850098,False,False,True,False,False,False,False,False,False,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q15427,0.203125,0.51171875,0.8046875,0.0015487671,0.15625,0.15917969,0.008300781,0.16699219,0.026733398,0.083984375,0.0005722046,False,True,True,False,False,False,False,False,False,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8NG57,0.04736328,0.44726562,0.85546875,0.11279297,0.08154297,0.25585938,0.0002784729,0.056640625,0.053466797,0.030639648,0.0026245117,False,True,True,False,False,False,False,False,False,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O75607,0.10498047,0.49804688,0.7421875,0.08496094,0.111328125,0.13671875,0.0005722046,0.48828125,0.16015625,0.27929688,0.0023956299,False,True,True,False,False,False,False,False,False,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q62897,0.90234375,0.18359375,0.09033203,0.046142578,0.96484375,0.061767578,0.00491333,0.3515625,0.44726562,0.06347656,0.028442383,True,False,False,False,True,False,False,False,False,False,False,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9Z0V2,0.90625,0.18359375,0.091308594,0.048828125,0.96875,0.06542969,0.00491333,0.328125,0.46484375,0.060058594,0.036865234,True,False,False,False,True,False,False,False,False,False,False,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q63881,0.90625,0.18457031,0.091308594,0.048828125,0.96875,0.06640625,0.00491333,0.328125,0.46289062,0.061767578,0.037841797,True,False,False,False,True,False,False,False,False,False,False,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9NZV8,0.90625,0.18457031,0.09033203,0.049560547,0.96484375,0.06640625,0.004760742,0.33203125,0.46679688,0.061035156,0.036865234,True,False,False,False,True,False,False,False,False,False,False,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
O94888,0.057373047,0.46875,0.82421875,0.016967773,0.06347656,0.022583008,0.00010251999,0.51953125,0.20605469,0.45117188,0.0026245117,False,True,True,False,False,False,False,False,False,False,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q12794,0.35351562,0.31054688,0.106933594,0.68359375,0.34960938,0.27539062,0.0025482178,0.34765625,0.44335938,0.25976562,0.008300781,False,False,False,True,False,False,False,False,False,False,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Q9D2N9,0.6015625,0.41992188,0.31835938,0.014038086,0.12597656,0.3125,0.0013656616,0.26171875,0.3359375,0.103515625,0.010009766,True,False,False,False,False,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Q94AY1,0.33398438,0.12695312,0.13964844,0.014038086,0.06298828,0.23242188,0.984375,0.037841797,0.08154297,0.11767578,0.052734375,False,False,False,False,False,False,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
P80269,0.41992188,0.15917969,0.10839844,0.020385742,0.10253906,0.9375,0.08251953,0.033691406,0.061767578,0.05834961,0.029785156,False,False,False,False,False,True,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
