Protein_ID,Localizations,Signals,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome/Vacuole,Golgi apparatus,Peroxisome
P23610,Cytoplasm|Lysosome/Vacuole,Nuclear export signal,0.6672999858856201,0.49959999322891235,0.0348999984562397,0.39579999446868896,0.11379999667406082,0.00019999999494757503,0.335099995136261,0.609499990940094,0.39070001244544983,0.014499999582767487
Q9Y2Z0,Cytoplasm|Nucleus,Nuclear export signal,0.6978999972343445,0.6162999868392944,0.036400001496076584,0.07509999722242355,0.17900000512599945,0.007199999876320362,0.435699999332428,0.38199999928474426,0.41659998893737793,0.012199999764561653
Q3UCQ1,Nucleus,Nuclear localization signal,0.29649999737739563,0.9498000144958496,0.041999999433755875,0.049800001084804535,0.03750000149011612,0.0003000000142492354,0.015200000256299973,0.032499998807907104,0.034699998795986176,0.00019999999494757503
Q7L5D6,Cytoplasm|Nucleus,Nuclear export signal,0.5365999937057495,0.5400999784469604,0.07450000196695328,0.1648000031709671,0.07119999825954437,0.0019000000320374966,0.42309999465942383,0.5593000054359436,0.4237000048160553,0.014800000004470348
O75439,Mitochondrion,Mitochondrial transit peptide,0.17219999432563782,0.06780000030994415,0.08349999785423279,0.1216999962925911,0.9276000261306763,0.028300000354647636,0.05739999935030937,0.041999999433755875,0.1177000030875206,0.0754999965429306
Q6RFH5,Nucleus,Nuclear localization signal,0.2858000099658966,0.9309999942779541,0.0203000009059906,0.04729999974370003,0.08950000256299973,0.0005000000237487257,0.07930000126361847,0.01769999973475933,0.033900000154972076,0.006000000052154064
Q9Y2U8,Endoplasmic reticulum,Transmembrane domain,0.18119999766349792,0.3456000089645386,0.009499999694526196,0.20520000159740448,0.09870000183582306,0.0032999999821186066,0.6607999801635742,0.2605000138282776,0.4772999882698059,0.035599999129772186
Q5VYK3,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,0.6578999757766724,0.6018000245094299,0.01759999990463257,0.24310000240802765,0.23309999704360962,0.010499999858438969,0.426800012588501,0.3206000030040741,0.3424000144004822,0.0066999997943639755
Q9Y2K2,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,0.807699978351593,0.5827000141143799,0.019300000742077827,0.1290999948978424,0.09650000184774399,0.0008999999845400453,0.10729999840259552,0.06960000097751617,0.17820000648498535,0.0031999999191612005
Q4AE70,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,0.6388000249862671,0.7190999984741211,0.03610000014305115,0.1932000070810318,0.19290000200271606,0.00139999995008111,0.10209999978542328,0.20880000293254852,0.4032000005245209,0.00989999994635582
Q9BZM5,Cell membrane,,0.21570000052452087,0.1436000019311905,0.3377000093460083,0.6938999891281128,0.08009999990463257,0.0007999999797903001,0.47029998898506165,0.36579999327659607,0.21490000188350677,0.017000000923871994
Q96T76,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,0.6496999859809875,0.6967999935150146,0.013700000010430813,0.23520000278949738,0.24969999492168427,0.0027000000700354576,0.3327000141143799,0.38040000200271606,0.2328999936580658,0.015200000256299973
Q9HD20,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.1923000067472458,0.1071000024676323,0.013100000098347664,0.48969998955726624,0.09480000287294388,0.0010999999940395355,0.6855000257492065,0.5439000129699707,0.5375000238418579,0.0044999998062849045
Q5EA95,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,0.632099986076355,0.5918999910354614,0.041200000792741776,0.10540000349283218,0.047600001096725464,0.00139999995008111,0.08089999854564667,0.10419999808073044,0.32249999046325684,0.0003000000142492354
Q969F1,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,0.49230000376701355,0.7973999977111816,0.035999998450279236,0.12939999997615814,0.10700000077486038,0.016899999231100082,0.09109999984502792,0.06970000267028809,0.052799999713897705,0.009999999776482582
Q96E14,Cytoplasm|Nucleus,Nuclear export signal,0.5055999755859375,0.7501999735832214,0.03420000150799751,0.18780000507831573,0.4921000003814697,0.024299999698996544,0.1257999986410141,0.42010000348091125,0.17890000343322754,0.0551999993622303
Q99615,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,0.8082000017166138,0.6837000250816345,0.022600000724196434,0.20600000023841858,0.18160000443458557,0.00570000009611249,0.38850000500679016,0.11469999700784683,0.14030000567436218,0.0008999999845400453
Q6ATR0,Nucleus,Nuclear localization signal,0.3269999921321869,0.8671000003814697,0.01640000008046627,0.07519999891519547,0.06459999829530716,0.02290000021457672,0.13050000369548798,0.015599999576807022,0.004800000227987766,0.022199999541044235
Q3TYA6,Nucleus,Nuclear localization signal,0.34709998965263367,0.8310999870300293,0.11249999701976776,0.04839999973773956,0.024800000712275505,0.009499999694526196,0.07339999824762344,0.049300000071525574,0.0632999986410141,0.00039999998989515007
Q9NVF7,Nucleus,Nuclear localization signal,0.3582000136375427,0.8966000080108643,0.026799999177455902,0.12530000507831573,0.1120000034570694,0.00559999980032444,0.041600000113248825,0.02889999933540821,0.03189999982714653,0.005400000140070915
Q6QNY1,Lysosome/Vacuole,,0.46480000019073486,0.30219998955726624,0.2946999967098236,0.12700000405311584,0.1080000028014183,0.0027000000700354576,0.2712000012397766,0.5936999917030334,0.3240000009536743,0.08500000089406967
Q9D1M4,Cytoplasm,,0.7304999828338623,0.4652999937534332,0.05559999868273735,0.19419999420642853,0.32519999146461487,0.0015999999595806003,0.10559999942779541,0.30820000171661377,0.3149999976158142,0.14839999377727509
O43324,Cytoplasm,,0.7350999712944031,0.4562999904155731,0.034299999475479126,0.19449999928474426,0.2451999932527542,0.0017999999690800905,0.13750000298023224,0.3837999999523163,0.40959998965263367,0.15379999577999115
P52824,Cytoplasm,Nuclear export signal,0.6413000226020813,0.5153999924659729,0.13079999387264252,0.4440000057220459,0.2572999894618988,0.0010000000474974513,0.2946000099182129,0.30720001459121704,0.33489999175071716,0.014499999582767487
Q6P5E8,Cytoplasm,Nuclear export signal,0.6704999804496765,0.5078999996185303,0.06069999933242798,0.4528000056743622,0.23739999532699585,0.002199999988079071,0.31619998812675476,0.23970000445842743,0.27630001306533813,0.01899999938905239
Q2TBK2,Mitochondrion,Mitochondrial transit peptide,0.13619999587535858,0.13459999859333038,0.053700000047683716,0.13519999384880066,0.9427000284194946,0.007400000002235174,0.04740000143647194,0.05660000070929527,0.04960000142455101,0.03009999915957451
Q96KQ7,Nucleus,Nuclear localization signal,0.3450999855995178,0.9050999879837036,0.04430000111460686,0.0640999972820282,0.06859999895095825,0.004399999976158142,0.08730000257492065,0.09560000151395798,0.08550000190734863,0.003700000001117587
E3VXF2,Nucleus,Nuclear localization signal,0.2741999924182892,0.9672999978065491,0.014100000262260437,0.07609999924898148,0.028200000524520874,0.013799999840557575,0.026900000870227814,0.017899999395012856,0.02630000002682209,0.006000000052154064
Q16760,Cytoplasm,Nuclear export signal,0.6891000270843506,0.4377000033855438,0.03970000147819519,0.521399974822998,0.1996999979019165,0.0007999999797903001,0.21379999816417694,0.38989999890327454,0.28519999980926514,0.05460000038146973
Q8CH25,Nucleus,Nuclear localization signal,0.29840001463890076,0.9419000148773193,0.02419999986886978,0.052299998700618744,0.026599999517202377,0.0013000000035390258,0.03220000118017197,0.019500000402331352,0.014299999922513962,0.00039999998989515007
Q92922,Nucleus,Nuclear localization signal,0.34790000319480896,0.9532999992370605,0.01769999973475933,0.07699999958276749,0.03579999879002571,0.0017999999690800905,0.0729999989271164,0.010900000110268593,0.015399999916553497,0.0010000000474974513
P20108,Mitochondrion,Mitochondrial transit peptide,0.21930000185966492,0.11659999936819077,0.02889999933540821,0.1500999927520752,0.9516000151634216,0.04399999976158142,0.062300000339746475,0.05490000173449516,0.09019999951124191,0.03889999911189079
Q8CD10,Mitochondrion,Mitochondrial transit peptide,0.1160999983549118,0.1647000014781952,0.08889999985694885,0.1932000070810318,0.8763999938964844,0.0031999999191612005,0.23739999532699585,0.09520000219345093,0.20669999718666077,0.23350000381469727
Q3UMR5,Mitochondrion,Mitochondrial transit peptide,0.1151999980211258,0.13650000095367432,0.03020000085234642,0.10499999672174454,0.8629999756813049,0.005200000014156103,0.18379999697208405,0.0722000002861023,0.17800000309944153,0.05400000140070915
Q8NE86,Mitochondrion,Mitochondrial transit peptide,0.1103999987244606,0.12970000505447388,0.029400000348687172,0.09449999779462814,0.85589998960495,0.009800000116229057,0.15839999914169312,0.06319999694824219,0.1340000033378601,0.06109999865293503
Q8IYU8,Mitochondrion,Mitochondrial transit peptide,0.14239999651908875,0.18469999730587006,0.0714000016450882,0.20270000398159027,0.8508999943733215,0.007699999958276749,0.266400009393692,0.11240000277757645,0.19589999318122864,0.226500004529953
Q5VY80,Cell membrane,,0.2249000072479248,0.14139999449253082,0.33809998631477356,0.6991999745368958,0.08380000293254852,0.0007999999797903001,0.4699999988079071,0.37279999256134033,0.21639999747276306,0.013899999670684338
Q10MC0,Mitochondrion,Mitochondrial transit peptide,0.17059999704360962,0.11949999630451202,0.04179999977350235,0.07720000296831131,0.7894999980926514,0.3276999890804291,0.09059999883174896,0.046799998730421066,0.08139999955892563,0.05169999971985817
Q8K2M3,Cytoplasm|Nucleus,Nuclear localization signal,0.5256999731063843,0.6111000180244446,0.10199999809265137,0.15809999406337738,0.25519999861717224,0.0010000000474974513,0.21449999511241913,0.10379999876022339,0.26589998602867126,0.003599999938160181
Q96IV0,Cytoplasm,Nuclear localization signal|Nuclear export signal,0.7667999863624573,0.5026000142097473,0.05719999969005585,0.1467999964952469,0.09239999949932098,0.04740000143647194,0.18690000474452972,0.18250000476837158,0.37290000915527344,0.013399999588727951
P82673,Mitochondrion,Mitochondrial transit peptide,0.1851000040769577,0.1972000002861023,0.08240000158548355,0.14239999651908875,0.8973000049591064,0.015699999406933784,0.08810000121593475,0.05730000138282776,0.08869999647140503,0.013000000268220901
Q6VAK4,Cytoplasm,Nuclear localization signal,0.8299999833106995,0.44040000438690186,0.2021999955177307,0.3391000032424927,0.07729999721050262,0.005799999926239252,0.16050000488758087,0.17579999566078186,0.14640000462532043,0.0031999999191612005
O35857,Mitochondrion,Mitochondrial transit peptide,0.15070000290870667,0.10019999742507935,0.02930000051856041,0.12860000133514404,0.9455999732017517,0.012400000356137753,0.13600000739097595,0.07479999959468842,0.1298999935388565,0.022299999371170998
O35094,Mitochondrion,Mitochondrial transit peptide,0.149399995803833,0.09950000047683716,0.027799999341368675,0.13369999825954437,0.9449999928474426,0.011699999682605267,0.1445000022649765,0.07800000160932541,0.1339000016450882,0.0210999995470047
Q9BSF4,Mitochondrion,Mitochondrial transit peptide,0.18310000002384186,0.13830000162124634,0.07689999788999557,0.08860000222921371,0.8809000253677368,0.32030001282691956,0.5393999814987183,0.15289999544620514,0.423799991607666,0.1307000070810318
O43615,Mitochondrion,Mitochondrial transit peptide,0.15539999306201935,0.10869999974966049,0.0272000003606081,0.12759999930858612,0.9455000162124634,0.009100000374019146,0.1525000035762787,0.08009999990463257,0.14020000398159027,0.02250000089406967
Q99N92,Mitochondrion,Mitochondrial transit peptide,0.11249999701976776,0.13259999454021454,0.05640000104904175,0.05050000175833702,0.9667999744415283,0.05649999901652336,0.052799999713897705,0.029999999329447746,0.02669999934732914,0.006000000052154064
Q6VAK3,Cytoplasm,Nuclear localization signal,0.848800003528595,0.5153999924659729,0.17509999871253967,0.39100000262260437,0.07609999924898148,0.006300000008195639,0.09600000083446503,0.14229999482631683,0.1316000074148178,0.005100000184029341
Q9NX46,Cytoplasm|Mitochondrion,,0.6934000253677368,0.4237000048160553,0.07850000262260437,0.17820000648498535,0.6629999876022339,0.0027000000700354576,0.08009999990463257,0.15729999542236328,0.18860000371932983,0.029500000178813934
Q2R1U8,Plastid,Chloroplast transit peptide,0.1356000006198883,0.1995999962091446,0.039400000125169754,0.052000001072883606,0.30480000376701355,0.9236000180244446,0.053700000047683716,0.026900000870227814,0.03660000115633011,0.04399999976158142
Q84VZ1,Plastid,Chloroplast transit peptide,0.14669999480247498,0.12080000340938568,0.012900000438094139,0.11749999970197678,0.15929999947547913,0.957099974155426,0.07190000265836716,0.07890000194311142,0.04749999940395355,0.10409999638795853
Q9LVZ5,Plastid,Chloroplast transit peptide,0.12809999287128448,0.07829999923706055,0.04129999876022339,0.06930000334978104,0.08919999748468399,0.9944999814033508,0.02290000021457672,0.03280000016093254,0.04010000079870224,0.04529999941587448
Q9JLZ3,Mitochondrion,Mitochondrial transit peptide,0.1354999989271164,0.14920000731945038,0.10980000346899033,0.12680000066757202,0.9496999979019165,0.005100000184029341,0.07940000295639038,0.0786999985575676,0.09260000288486481,0.17679999768733978
Q9Y584,Mitochondrion,Mitochondrial transit peptide,0.1242000013589859,0.17509999871253967,0.04100000113248825,0.1242000013589859,0.8686000108718872,0.43320000171661377,0.1371999979019165,0.24879999458789825,0.12950000166893005,0.0071000000461936
Q9H5N1,Cytoplasm,,0.7716000080108643,0.27869999408721924,0.051600001752376556,0.3693999946117401,0.1891999989748001,0.002300000051036477,0.1842000037431717,0.3788999915122986,0.6269999742507935,0.01979999989271164
Q8R0N6,Mitochondrion,Mitochondrial transit peptide,0.12610000371932983,0.11919999867677689,0.027400000020861626,0.12559999525547028,0.9577999711036682,0.016899999231100082,0.06750000268220901,0.08160000294446945,0.133200004696846,0.0778999999165535
Q4QQW3,Mitochondrion,Mitochondrial transit peptide,0.1274999976158142,0.12229999899864197,0.02800000086426735,0.13009999692440033,0.9589999914169312,0.016499999910593033,0.07010000199079514,0.08290000259876251,0.12710000574588776,0.07609999924898148
Q9BZM6,Cell membrane,,0.2720000147819519,0.13670000433921814,0.4032999873161316,0.6761999726295471,0.0934000015258789,0.0010000000474974513,0.4490000009536743,0.39579999446868896,0.2410999983549118,0.02319999970495701
Q6H3X3,Cell membrane,Signal peptide,0.28679999709129333,0.20399999618530273,0.30079999566078186,0.6100000143051147,0.14339999854564667,0.0019000000320374966,0.541100025177002,0.4115000069141388,0.22540000081062317,0.0917000025510788
Q6H3X3-2,Extracellular,Signal peptide,0.22139999270439148,0.1437000036239624,0.6255000233650208,0.4088999927043915,0.07419999688863754,0.0008999999845400453,0.6035000085830688,0.352400004863739,0.18440000712871552,0.017999999225139618
Q8TBC3,Cytoplasm,,0.46540001034736633,0.44690001010894775,0.03290000185370445,0.4156000018119812,0.13529999554157257,0.00139999995008111,0.3224000036716461,0.43810001015663147,0.263700008392334,0.004900000058114529
Q8N1B4,Cytoplasm|Lysosome/Vacuole|Golgi apparatus,Nuclear export signal,0.5942000150680542,0.21199999749660492,0.15299999713897705,0.35190001130104065,0.07010000199079514,0.0035000001080334187,0.2483000010251999,0.6866999864578247,0.8079000115394592,0.004699999932199717
O75489,Mitochondrion,Mitochondrial transit peptide,0.1662999987602234,0.11209999769926071,0.044199999421834946,0.11710000038146973,0.9469000101089478,0.01979999989271164,0.07169999927282333,0.07199999690055847,0.15119999647140503,0.020800000056624413
Q9SRM4,Nucleus,Nuclear localization signal,0.14749999344348907,0.9003000259399414,0.01640000008046627,0.18039999902248383,0.02329999953508377,0.01679999940097332,0.08299999684095383,0.07360000163316727,0.07109999656677246,0.0032999999821186066
Q9NXG6,Endoplasmic reticulum,Signal peptide,0.18629999458789825,0.1890999972820282,0.25029999017715454,0.14429999887943268,0.15610000491142273,0.00800000037997961,0.7253999710083008,0.29339998960494995,0.4611999988555908,0.046799998730421066
Q9R194,Nucleus,Nuclear localization signal,0.40880000591278076,0.8360999822616577,0.15530000627040863,0.09459999948740005,0.20739999413490295,0.003100000089034438,0.09600000083446503,0.06319999694824219,0.05620000138878822,0.010400000028312206
Q8NBN3,Cell membrane|Golgi apparatus,Signal peptide|Transmembrane domain,0.14390000700950623,0.11840000003576279,0.04809999838471413,0.7382000088691711,0.05979999899864197,0.001500000013038516,0.2703999876976013,0.5217999815940857,0.7184000015258789,0.008500000461935997
Q96BY9,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.2087000012397766,0.1670999974012375,0.1737000048160553,0.28619998693466187,0.18160000443458557,0.038100000470876694,0.7350999712944031,0.41280001401901245,0.2721000015735626,0.031199999153614044
Q06469,Cytoplasm|Nucleus,,0.6692000031471252,0.5521000027656555,0.062300000339746475,0.1565999984741211,0.1225999966263771,0.010700000450015068,0.09880000352859497,0.13289999961853027,0.1363999992609024,0.2362000048160553
Q99714,Mitochondrion,Mitochondrial transit peptide,0.3021000027656555,0.17870000004768372,0.09049999713897705,0.181099995970726,0.6671000123023987,0.026499999687075615,0.02239999920129776,0.05689999833703041,0.027799999341368675,0.2222999930381775
Q5DW34,Nucleus,Nuclear localization signal,0.195700004696846,0.9555000066757202,0.06440000236034393,0.09109999984502792,0.02930000051856041,0.003599999938160181,0.05559999868273735,0.026900000870227814,0.04179999977350235,0.0066999997943639755
P23025,Cytoplasm|Nucleus,Nuclear localization signal,0.4941999912261963,0.6337000131607056,0.08240000158548355,0.1363999992609024,0.04050000011920929,0.002099999925121665,0.06989999860525131,0.1242000013589859,0.15139999985694885,0.00019999999494757503
Q32PI5,Cytoplasm,Peroxisomal targeting signal,0.6970000267028809,0.3817000091075897,0.012199999764561653,0.3855000138282776,0.22689999639987946,0.0032999999821186066,0.17560000717639923,0.17219999432563782,0.133200004696846,0.6403999924659729
P30153,Cytoplasm,Peroxisomal targeting signal,0.6985999941825867,0.382999986410141,0.012400000356137753,0.38659998774528503,0.22310000658035278,0.0034000000450760126,0.17509999871253967,0.1670999974012375,0.13199999928474426,0.6353999972343445
A6NHR9,Nucleus,Nuclear localization signal,0.36399999260902405,0.739799976348877,0.05480000004172325,0.1168999969959259,0.1412000060081482,0.022199999541044235,0.093299999833107,0.06909999996423721,0.03530000150203705,0.006099999882280827
Q9JIF0,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,0.6432999968528748,0.6654000282287598,0.03999999910593033,0.2621000111103058,0.20829999446868896,0.002099999925121665,0.03759999945759773,0.13349999487400055,0.22269999980926514,0.004600000102072954
Q99873,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,0.6381000280380249,0.6675000190734863,0.039900001138448715,0.25699999928474426,0.20960000157356262,0.002099999925121665,0.037700001150369644,0.13169999420642853,0.22429999709129333,0.0044999998062849045
Q63009,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,0.6446999907493591,0.6712999939918518,0.0357000008225441,0.2797999978065491,0.2062000036239624,0.002300000051036477,0.03610000014305115,0.11190000176429749,0.21950000524520874,0.0038999998942017555
P55263,Nucleus,Nuclear localization signal,0.31310001015663147,0.7678999900817871,0.0714000016450882,0.04270000010728836,0.17630000412464142,0.004100000020116568,0.07680000364780426,0.034699998795986176,0.030700000002980232,0.0019000000320374966
Q60415,Cytoplasm|Peroxisome,Peroxisomal targeting signal,0.597100019454956,0.3172000050544739,0.026399999856948853,0.19699999690055847,0.20250000059604645,0.013399999588727951,0.1890999972820282,0.06909999996423721,0.18299999833106995,0.7239999771118164
P40855,Cytoplasm|Peroxisome,Peroxisomal targeting signal,0.5899999737739563,0.3107999861240387,0.02979999966919422,0.193900004029274,0.1979999989271164,0.008200000040233135,0.22550000250339508,0.07100000232458115,0.19120000302791595,0.7222999930381775
Q7XVN7,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.14339999854564667,0.16060000658035278,0.014700000174343586,0.28139999508857727,0.11800000071525574,0.022199999541044235,0.8790000081062317,0.47769999504089355,0.6427000164985657,0.009700000286102295
Q99567,Nucleus,Nuclear export signal,0.46389999985694885,0.5615000128746033,0.025699999183416367,0.2833999991416931,0.07680000364780426,0.0003000000142492354,0.21209999918937683,0.29159998893737793,0.2775999903678894,0.0010999999940395355
Q9Y2P7,Nucleus,Nuclear localization signal,0.22540000081062317,0.7804999947547913,0.019099999219179153,0.08730000257492065,0.08609999716281891,0.0003000000142492354,0.05260000005364418,0.08179999887943268,0.026499999687075615,0.030300000682473183
Q53H96,Cytoplasm,Mitochondrial transit peptide,0.5807999968528748,0.3075999915599823,0.11969999969005585,0.12999999523162842,0.6276999711990356,0.017000000923871994,0.11270000040531158,0.16269999742507935,0.2522999942302704,0.04580000042915344
Q8TCE6,Cytoplasm,Nuclear export signal,0.7170000076293945,0.3725999891757965,0.4848000109195709,0.2451999932527542,0.19990000128746033,0.006599999964237213,0.10159999877214432,0.46309998631477356,0.3889999985694885,0.00800000037997961
A2APF3,Nucleus,Nuclear localization signal,0.1890999972820282,0.8414000272750854,0.007600000128149986,0.05829999968409538,0.04600000008940697,0.002400000113993883,0.03519999980926514,0.025599999353289604,0.06289999932050705,0.0024999999441206455
Q9SSA5,Plastid,Thylakoid luminal transit peptide,0.06710000336170197,0.0869000032544136,0.04780000075697899,0.07289999723434448,0.15680000185966492,0.9902999997138977,0.04100000113248825,0.06159999966621399,0.08959999680519104,0.02669999934732914
Q93Z17,Mitochondrion,Mitochondrial transit peptide,0.06610000133514404,0.1469999998807907,0.019500000402331352,0.03539999946951866,0.970300018787384,0.305400013923645,0.021800000220537186,0.024900000542402267,0.025699999183416367,0.01889999955892563
Q8R5K5,Nucleus,Nuclear localization signal,0.29280000925064087,0.8353000283241272,0.006800000090152025,0.02160000056028366,0.12449999898672104,0.00039999998989515007,0.03819999843835831,0.00930000003427267,0.004000000189989805,0.002099999925121665
Q96S52,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.14190000295639038,0.11410000175237656,0.061000000685453415,0.29910001158714294,0.12139999866485596,0.003599999938160181,0.7049000263214111,0.37549999356269836,0.5593000054359436,0.005400000140070915
P26696,Cytoplasm|Nucleus,Nuclear export signal,0.6312000155448914,0.6383000016212463,0.013799999840557575,0.3644999861717224,0.1445000022649765,0.0026000000070780516,0.04569999873638153,0.08869999647140503,0.07829999923706055,0.04129999876022339
Q6ZRP7,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.23199999332427979,0.16200000047683716,0.46970000863075256,0.2912999987602234,0.05079999938607216,0.0012000000569969416,0.621399998664856,0.4368000030517578,0.5539000034332275,0.14399999380111694
Q9H1K1,Mitochondrion,Mitochondrial transit peptide,0.19519999623298645,0.11460000276565552,0.06880000233650208,0.07590000331401825,0.95169997215271,0.01549999974668026,0.07919999957084656,0.03869999945163727,0.11420000344514847,0.04690000042319298
Q7Y0B9,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,0.7437000274658203,0.7443000078201294,0.027400000020861626,0.1476999968290329,0.1762000024318695,0.0066999997943639755,0.09889999777078629,0.08139999955892563,0.2387000024318695,0.004000000189989805
Q9D023,Mitochondrion,,0.09440000355243683,0.057100001722574234,0.024900000542402267,0.13099999725818634,0.847100019454956,0.07959999889135361,0.4900999963283539,0.14790000021457672,0.3384000062942505,0.4253999888896942
Q80Z10,Cell membrane,Signal peptide|Transmembrane domain,0.20319999754428864,0.11940000206232071,0.21050000190734863,0.6338000297546387,0.055799998342990875,0.004600000102072954,0.3783999979496002,0.5067999958992004,0.373199999332428,0.043699998408555984
P10109,Mitochondrion,Mitochondrial transit peptide,0.148499995470047,0.1429000049829483,0.05820000171661377,0.148499995470047,0.9372000098228455,0.00430000014603138,0.06340000033378601,0.040300000458955765,0.050200000405311584,0.03840000182390213
Q6AXT5,Cell membrane|Lysosome/Vacuole|Golgi apparatus,,0.3222000002861023,0.17960000038146973,0.026499999687075615,0.5552999973297119,0.20919999480247498,0.005900000222027302,0.34790000319480896,0.7261000275611877,0.7795000076293945,0.03830000013113022
